test_number,exam_title,source_pdf,question_number,question_text,option_A,option_B,option_C,option_D,correct_letter,correct_option_text,rationale
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,51,Which of the following is an example of a service provided by the hospitality industry:,Restaurant meals,Valet parking,Airline tickets,Electronic room keys,B,Valet parking,"Valet parking. A service is an intangible product; one that can be felt, seen, heard, or experienced rather than touched. Many hospitality businesses offer valet parking as a service for their guests. Valet parking service occurs when a hotel or restaurant employee parks and retrieves the guests' vehicles upon the guests' arrival or departure from the business (e.g., hotel, restaurant). Meals, airline tickets, and electronic room keys are tangible items."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,52,A company received a negative review on social media. How should the company respond to improve the customer's post-sales experience?,Apologize and attempt to rectify the problem,Ask the customer to comment again explaining the problem in more detail,Ignore the negative comment so others aren't encouraged to follow suit,Reply with a witty comment to improve brand image,A,Apologize and attempt to rectify the problem,"Apologize and attempt to rectify the problem. When a company receives a negative review on social media, it should use the platform to publicly acknowledge the customer. This gives the customer the attention and respect they are seeking, as well as demonstrating that the company cares about its customers. The company should not ignore the negative comment because this makes it appear that the customer's opinion does not matter. Replying with a witty comment will not necessarily improve brand image because the customer might feel insulted or belittled. While it is a good idea to gather more information about the problem, it might be wise for the company to do so privately rather than publicly in a comment."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,53,Which of the following activities demonstrates human resources management:,The business gives its preferred customers a special discount.,The business acts on new information about a competitor.,The business includes top-level managers in long-term planning.,The business takes care of the responsibilities associated with having employees.,D,The business takes care of the responsibilities associated with having employees.,"The business takes care of the responsibilities associated with having employees. Human resources management involves taking care of the responsibilities associated with having employees. Giving preferred customers a special discount is part of marketing. Including top-level managers in long-term planning is part of strategic management. And, acting on new information about a competitor can be marketing and/or operations."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,54,Which of the following is part of a firm's promotional mix:,Pricing,Product planning,Advertising,Distributing,C,Advertising,"Advertising. Advertising is any paid form of nonpersonal presentation of ideas, images, goods, or services. The promotional mix is the combination of advertising, publicity, personal selling, and sales promotion that a business uses. Product planning, pricing, distribution, and promotion are all part of the marketing process."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,55,A hotel that buys advertising space on a travel agency's website is using this form of promotion to,obtain publicity.,obtain an agency rating.,recruit new employees.,attract potential guests.,D,attract potential guests.,Attract potential guests. Hotel advertising on websites is intended to catch the attention of people making travel plans and prompt them to make reservations at the hotel. Buying advertising is not a method of obtaining publicity or a rating from a travel agency. A website ad is not an appropriate channel for recruiting new employees.
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,56,How are many businesses in the hospitality and tourism industry predominantly using social media?,To notify travelers of flight cancellations,To match travelers with others who have similar interests,To book travelers' upcoming trips,To provide a way for travelers to share their experiences,D,To provide a way for travelers to share their experiences,"To provide a way for travelers to share their experiences. The internet has provided a mechanism through social media for satisfied and unsatisfied customers to tell others about their experiences with a business. The comments of other customers are viewed as more credible statements than advertisements from the business. Therefore, travel and tourism businesses are providing this forum so that satisfied customers can spread the good word, while any problems identified can be addressed and corrections made, if needed. Hospitality and tourism businesses are not predominantly using social media to connect travelers with similar interests, to book travelers' upcoming trips, or to notify travelers of flight cancellations."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,57,Which of the following statements is true of product/service management:,It is only useful for small businesses.,It is only necessary for large businesses.,It involves continuing to sell unsuccessful products.,It involves discovering new-product opportunities.,D,It involves discovering new-product opportunities.,"It involves discovering new-product opportunities. Product/Service management involves discovering new- product opportunities. Product/Service management is important for all businesses, not just small or large ones. Product/Service management involves eliminating unsuccessful products, not continuing to sell them."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,58,Separating responsibilities for cash transactions is one way businesses try to prevent,refunds.,competition.,fraud.,debt collection.,C,fraud.,"Fraud. Separating responsibilities so that no one person oversees the life span of a single financial transaction is one way that businesses try to prevent fraud, which is criminal deception committed for financial gain. If more than one person is involved in the transaction, successfully committing fraud becomes much more difficult. Separating business responsibilities does not prevent competition, refunds, or debt collection."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,59,"Hannah works for a travel agency. To help her managers better understand how many customers booked vacations to different countries last year, she created a pie chart to display the data. Hannah created the pie chart to",convey the most important information in an easy-to-grasp way.,"provide the audience with less than the ""full picture"" of the data.",make complicated issues in the data set seem less important than they are.,help the audience absorb all the details and intricacies of the data.,A,convey the most important information in an easy-to-grasp way.,"Convey the most important information in an easy-to-grasp way. Data that are displayed in charts, graphs, or tables are often easier to understand than data that are presented in their raw form. By presenting her data in a pie chart, Hannah helped her managers understand the most important takeaways from the data set. There are disadvantages to using charts, graphs, and tables, too. For example, these visuals can often make complicated issues seem less important than they truly are, leading the audience to miss out on the complexity of the problem or issue at hand. Similarly, charts, tables, and graphs do not allow the audience to absorb all of the details and intricacies of the data set being presented. In other words, they do not provide the audience with the “full picture.”"
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,60,The marketing function of selling involves __________ communication.,impersonal,scripted,unplanned,planned,D,planned,"Planned. Selling is planned communication. That doesn't mean that salespeople read off scripts—instead, it means that salespeople have spent time learning about their products and figuring out what clients want and need. Selling is also personal communication, meaning that it should be tailored to each unique customer."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,61,"James wants to borrow $2,500 to buy a car. Which of the following financial institutions is most likely to lend James the money:",Retail bank,Financial holding company,Mortgage company,Investment bank,A,Retail bank,"Retail bank. Retail banks offer a variety of services for consumers including checking and savings accounts, credit cards, and automobile loans. An investment bank is a financial intermediary that underwrites securities and facilitates mergers. Mortgage companies process loans specifically designed for the purchase of real estate—land, residences, and other types of buildings. Financial holding companies own one or more commercial banks and/or investment banks."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,62,A frequent customer is early for their Tuesday appointment with your coworker Antonio. What should you do or say to the customer?,Invite them to be seated in a waiting area.,Ignore them since they are familiar with the company.,Tell them that Antonio always runs late on Tuesdays.,Ask them what they think of Antonio's ability.,A,Invite them to be seated in a waiting area.,Invite them to be seated in a waiting area. It is important to be friendly and make all visitors feel welcome. Ignoring a visitor can make them feel unwelcome. Telling a customer that an associate always runs late or asking for opinions of their performance is unprofessional and may make the visitor feel uncomfortable.
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,63,What is a realistic example of a benefit that employees could expect for reinforcing their company's environmentally friendly image?,Luncheon for employees who turn in reports on time,Bonus of $500 for finishing a project early,Airline ticket to the employee who recycles the most over one year,Extra day of vacation for riding a bike to work instead of driving,D,Extra day of vacation for riding a bike to work instead of driving,"Extra day of vacation for riding a bike to work instead of driving. Biking reduces car pollution. When others see the company's employees riding their bikes, it reinforces the company's image as environmentally friendly. The company is encouraging this behavior by offering a reward. A bonus of $500 for finishing a project early may be important to employees and effective in motivating them to work efficiently, but it is not seen by others outside the organization so it doesn't reinforce the company's image. In addition, finishing early is not an activity that is perceived as environmentally friendly. Although recycling does reinforce the ""green"" image, there are two problems with this response. First, those outside the company aren't likely to see employees recycling, so it won't boost the company's image. Second, airplanes pollute the environment, so the award is not aligned with the company's green image. The luncheon may motivate employees to turn in reports in a timely manner, but nothing about this incentive or reward reinforces the company's environmentally friendly image."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,64,Taking a customer's order over the phone and accepting payment with a credit card is an example of,implementing a mailing system.,processing a financial transaction.,guaranteeing product satisfaction.,reducing the possibility of counterfeiting.,B,processing a financial transaction.,"Processing a financial transaction. When selling goods or services over the telephone, it is necessary to process the financial transaction. Many customers order products over the phone and pay with a credit card. When the business takes the credit card information from the customer, it then processes the information to complete the transaction of transferring funds to the business's account. Once the transaction is completed, the business has received payment for the tickets. Taking a customer's order over the phone and accepting payment with a credit card does not guarantee product satisfaction or reduce the possibility of counterfeiting. In many cases, products purchased over the phone are mailed to customers. However, taking the order and accepting payment is not an example of implementing a mailing system."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,65,Creating a project's communications plan includes determining,when deliverables will be due.,how project changes will be handled.,what channels will be used.,how much the project will cost.,C,what channels will be used.,What channels will be used. Creating a communications plan includes determining what channels will be used for sending information throughout the work team. Determining how project changes will be handled is part of the change-management plan. Determining how much the project will cost happens a bit later in the project- planning process. Determining when deliverables will be due is part of the project-scheduling process.
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,66,"After ordering a new phone case, Heather was so satisfied with her purchase that she decided to share her opinion by writing a positive review online. She also told several of her family members, friends, and colleagues about the case. This is most likely an example of the __________ moment of truth.",second,first,ultimate,zero,C,ultimate,"Ultimate. Heather writing a positive review of the phone case and sharing the information with her family members, friends, and colleagues is an example of the ultimate moment of truth. The ultimate moment of truth is the final stage in shaping a meaningful experience for the customer. It is when the customer begins to share their experiences with others and thus creates more zero moments of truth (the first possible moment of contact between a brand or product and the customer). When a problem arises, the customer will go searching for a solution. The first moment of truth occurs when the potential customer first comes into contact with a specific product. It focuses on the impression they form when they see the product for the first time and learn more about it. The second moment of truth takes place when the customer truly experiences what the company is offering. It is the ongoing relationship with a product and the things customers can think, see, hear, touch, or smell about the product or brand over the lifetime of the relationship."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,67,What type of correspondence has Julia written when she sends several emails to companies requesting product information?,A proposal,An inquiry,An application,A short report,B,An inquiry,"An inquiry. Inquiries are written to ask for more information concerning a product or service. An application is a form requesting acceptance into an organization, group, or company. A short report gives brief details about a project, product, or service. A proposal suggests a course of action to be taken."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,68,Which of the following is an example of a reorder:,Sims Steakhouse received six out of eight cases of glassware on Monday because the vendor ran out of stock.,"The Powell Company did not order enough paper towels for the month, so it ordered an additional four cases.",Mr. and Mrs. Travis ordered a dining-room set in a wood finish that the furniture store doesn't normally carry.,"Henry's Hardware Store ordered 35 model-N1 hammers and 2 cases of ¼"" stainless steel bolts from Franklin Tool Manufacturers.",B,"The Powell Company did not order enough paper towels for the month, so it ordered an additional four cases.","The Powell Company did not order enough paper towels for the month, so it ordered an additional four cases. A reorder involves ordering items that the company has previously ordered. The Powell Company placed a reorder because it submitted a second order for the same product (paper towels) to its vendor. A backorder occurs when a vendor ships part of an order on time and the rest of the order later when the stock is available. Mr. and Mrs. Travis placed a special order, which is a request for a custom item that a vendor does not normally carry in stock. Henry's Hardware Store placed a regular order, which involves providing the vendor with the specifications of items that the business wants to order."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,69,"The SleepRight Motel has three floors of guest rooms, each with their own direct exit outside. The evacuation protocol for the motel is to direct guests out of their rooms and down the nearest flight of stairs. The Crowne Plaza Hotel is a fifteen-floor luxury hotel with fourteen floors of guest suites and one floor of ballrooms and administrative offices. The evacuation plan for the Crowne Plaza Hotel is to direct guests into the hallways to the nearest elevator or flight of stairs, depending on the circumstance. These examples demonstrate how __________ affects evacuation procedures in the hospitality industry.",severe weather,building layout,guest count,government regulation,B,building layout,"Building layout. Building size and layout greatly influence the specific evacuation procedures and protocols for a hotel or motel. Smaller buildings, such as motels, may have simpler evacuation plans, while larger hotels and resorts may have more complicated procedures to ensure visitor safety. Guest count, government regulation, and severe weather may also affect evacuation procedures; however, they are not demonstrated in this example."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,70,"When writing emails to customers and coworkers, it is important to remember that the messages",are often seen by people other than the recipients.,"should be written in an entertaining, informal way.",are usually deleted as soon as they are read.,should include graphics to hold the reader's interest.,A,are often seen by people other than the recipients.,"Are often seen by people other than the recipients. When writing emails to customers and coworkers, the correspondence should address various business issues; therefore, writers should develop the messages using a concise, friendly, and businesslike tone. If the writer uses language that is very casual, personal, or questionable, there is a risk of offending the recipient or others to whom the recipient forwards the message. Because many businesses have email policies and can monitor the contents of emails going into and out of their companies, email writers should take care not to send inappropriate messages. Business emails do not need to be entertaining or informal, nor do they need to include graphics. Many businesspeople save important emails and flag them for follow-up at a later time."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,71,Which of the following is a benefit of the division of labor:,More direct oversight,Teamwork opportunities,Professional development,Increased efficiency,D,Increased efficiency,"Increased efficiency. Division of labor is the process of dividing a large job into units, or job tasks, and assigning an individual to do each of the tasks. Division of labor allows for specialization, which makes organizations more efficient because the work is divided and shared to take advantage of employees’ skills. Division of labor does not necessarily lead to more direct oversight, teamwork opportunities, or professional development."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,72,What is one thing you can do to protect yourself from becoming a victim of identity theft?,Use unusual passwords rather than your birth date to access your bank accounts.,Always pay with cash rather than credit cards or check.,Keep your passport with you at all times.,Place your Social Security number on all documents.,A,Use unusual passwords rather than your birth date to access your bank accounts.,"Use unusual passwords rather than your birth date to access your bank accounts. Identity theft occurs when somebody uses another individual's name and personal information (e.g., credit cards) for fraudulent purposes. Identity theft can occur even when you take precautions. To reduce the risk of identity theft, use unusual passwords to access your personal bank accounts rather than common information such as your birth date. To further prevent identity theft, do not place your Social Security number on unnecessary documents. Many people do not have passports. Paying with cash is not always a good idea, because cancelled bank checks serve as a receipt for payments. If you pay your bills by sending cash, the envelope may get lost, and you will have no record of making the payment. In addition, using credit cards wisely can help you build a good credit report, which will help you obtain loans for expensive items (e.g., a car) in the future."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,73,It is important for hotel employees to wear disposable gloves when emptying trash containers to,avoid direct contact with sharp objects and bacteria.,reduce the risk of inhaling dangerous fumes.,prevent damage to the floors and furniture.,decrease the risk of security breaches.,A,avoid direct contact with sharp objects and bacteria.,"Avoid direct contact with sharp objects and bacteria. Wearing disposable gloves when emptying trash containers prevents direct skin contact with bacteria, sharp objects (e.g., broken glass), and dangerous chemicals that can harm the employee's hands and spread blood-borne pathogens. Wearing disposable gloves does not prevent damage to floors and furniture, decrease the risk of security breaches, or reduce the risk of inhaling dangerous fumes. To reduce exposure to fumes, employees should wear ventilation masks."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,74,"To be a successful entrepreneur, you should develop and continually improve your",financial and technical skills.,communication and creative writing skills.,technical skills and self-awareness.,creative writing and financial skills.,A,financial and technical skills.,"Financial and technical skills. To be successful, entrepreneurs must develop a variety of skills that they continue to improve throughout life. Necessary entrepreneurial skills include risk management skills, sales and marketing skills, financial skills, administrative skills, time management skills, technical skills, communication skills, leadership skills, decision-making skills, and problem-solving skills. Although creative writing skills and self- awareness may be helpful, they are not necessary to be a successful entrepreneur."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,75,What do employees often obtain by solving customers' problems quickly and satisfactorily?,Repeat business,Personal service,Individual priority,Pleasant experience,A,Repeat business,"Repeat business. Employees who solve customers’ problems quickly and satisfactorily often are able to obtain repeat business from those customers. Customers who are treated well will likely return to the business in spite of the complaint because they know the employees will resolve whatever problems may arise. Customers, not employees, obtain individual priority, personal service, and a pleasant experience when employees quickly handle problems and complaints."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,76,"Alicia is trying to persuade members of her work team to implement a new process. Because Alicia used this process with her former employer, she is very knowledgeable and knows what needs to be done to make a smooth transition. The work team is likely to go along with the change because Alicia has",demonstrated empathy.,exhibited cultural sensitivity.,coached others effectively.,established personal credibility.,D,established personal credibility.,"Established personal credibility. Credibility is believability. To be able to persuade others, individuals need to be credible so others believe what they say. Individuals who are credible have a reputation of providing accurate information in a fair manner. They are well-informed and use reliable sources to support their opinions and ideas. As a result, others believe them and often are persuaded to do what they want. Because Alicia is an honest person who has prior experience with the process, she has credibility. There is not enough information provided to determine if Alicia has exhibited cultural sensitivity, demonstrated empathy, or coached others effectively."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,77,Natalie is a research associate for a marketing research firm who spends a lot of her time on the internet obtaining various types of business information. Natalie can save time and easily return to websites that she frequently visits by using the __________ tool on her internet browser.,sorting,highlighting,classifying,bookmarking,D,bookmarking,"Bookmarking. The bookmarking computer tool allows users to save URL addresses on their computers. The bookmarking tool allows users to quickly return to favorite or frequently visited websites without reentering a specific URL address every time they want to access the websites. This is a beneficial tool for businesspeople who need to do ongoing research, or for employees who need to access vendor and customer websites several times a day. The highlighting function allows computer users to highlight or mark text in a document or spreadsheet. Sorting allows users the ability to organize, classify, or categorize data in a specific format, such as an alphabetical or numerical sequence."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,78,"Melanie recently graduated from college with a degree in hospitality management and has good organizational, communication, and management skills. Melanie enjoys traveling, sailing, and planning social events. Which of the following jobs in the hospitality and tourism industry best matches Melanie's skills and interests:",Ship safety officer,Resort housekeeping manager,Cruise director,Hotel food and beverage manager,C,Cruise director,"Cruise director. Cruise directors perform a variety of tasks. Primary responsibilities involve coordinating entertainment activities and special events for the cruise's passengers. Coordinating these activities requires communicating with and managing staff. Because Melanie enjoys traveling, water sports (sailing), and planning social events, a cruise-director position aligns with her skills and interests. Working as a food and beverage manager usually requires specialized training in food preparation and service. Housekeeping managers perform management tasks associated with the cleaning and upkeep of rooms. Because Melanie likes to travel and plan special events, she would probably not want to work as a resort housekeeping manager. A safety officer needs to have special knowledge about the security and safety issues that pertain to cruise ships."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,79,Which of the following is a good strategy for resolving a customer service issue:,Keep the conversation in a public space,Agree with the customer's complaints,Allow the customer to express their feelings,Disagree with each negative statement,C,Allow the customer to express their feelings,"Allow the customer to express their feelings. Sometimes, frustrated customers want to complain and release anger. Allowing them to express their feelings might help them calm down and make a resolution more likely. Agreeing with a customer's complaints is not a good idea, because it undermines the authority of the company. Keeping the conversation in a public space is not a good idea, because other employees or customers might hear the conversation, which could damage morale and reputation. Finally, disagreeing with each negative statement is likely to upset the customer rather than help resolve the conflict."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,80,It is important for the salesperson to establish communication with a customer to,test the customer's mood.,choose a method of follow-up.,discover the customer's needs.,use feature-benefit selling.,C,discover the customer's needs.,"Discover the customer’s needs. Only by discovering the needs of the customer through questioning and listening will the salesperson be in a position to recommend a good or service that will meet those needs. This process may indicate the customer’s mood, but that is not its purpose. The method of follow-up depends upon the selling situation. Feature-benefit selling is convincing customers that a good or service has the features that will provide the benefits they are looking for."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,81,"When upselling to customers, it is important to",mention that you work on commission.,help customers make good buying decisions.,recommend at least three additional items.,"suggest the better quality, higher priced item.",B,help customers make good buying decisions.,"Help customers make good buying decisions. Customer satisfaction should be the final goal and outcome of the entire selling process. While suggestion selling/upselling can benefit the company, salespeople, and customers, it is important to only suggest additional items that would be valuable for the customer. When upselling, it is smart to limit your suggestion to just one or two additional products. Mentioning that you work on commission will not help with upselling and instead might make customers lose trust in you as a salesperson. The better quality, higher priced item is not always the best fit for a customer. Salespeople should take customer budgets into account when selling items."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,82,The manager of the Majesty Resort just quit in the middle of summer vacation season. They told the owner they felt too overwhelmed by all of the work they had to do. The owner of the Majesty Resort should have,increased staffing for peaks in demand.,closed down the resort during peaks in demand.,convinced the manager to stay.,hired a more responsible manager.,A,increased staffing for peaks in demand.,"Increased staffing for peaks in demand. Employee turnover can become a problem during peaks in demand, when employees (such as the manager in this example) become overworked and stressed. This issue could have been avoided by increasing staffing to meet demand. Hiring a more responsible manager might not necessarily help, because there still might not be enough staff to handle the demands of the busiest seasons. Convincing the manager to stay would also not help with the excessive demand unless other staff members were hired to help as well. Closing down the resort during peaks in demand is not a good idea; the resort would lose revenue and would likely struggle to stay in business."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,83,A significant cause of variability in a hotel's service is,differences in staff members' abilities.,standardized check-in procedures.,perishability of unsold rooms.,customer satisfaction surveys.,A,differences in staff members' abilities.,"Differences in staff members' abilities. Services by nature are highly variable and dependent on who provides them. Some staff members may be more skilled than others, which can cause guests to perceive their experiences differently. The perishability of unsold rooms is an internal financial challenge of a hotel that does not cause variability in its service. Standardized check-in procedures are a technique that hotels use to reduce variability in service. Customer satisfaction surveys are used to evaluate a hotel's service and do not cause variability."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,84,What is a likely result of accommodating a customer's special request?,The customer will become even more demanding.,The company will be perceived as inadequate.,The customer will generate word-of-mouth influence.,Other customers will feel they are not being treated fairly.,C,The customer will generate word-of-mouth influence.,"The customer will generate word-of-mouth influence. When customers request special treatment, honoring their requests will create an exceptional experience for them. They will be much more likely to provide positive word- of-mouth feedback to other potential customers. It is not likely that other customers will feel that they are not being treated fairly, that the customer will become even more demanding, or that the company will be perceived as inadequate."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,85,"A restaurant patron wants to know what spices are in the soup. If the server doesn't know, they should",tell the customer there are no spices in the soup.,offer to check with the cook.,tell the customer they don't know.,name a few spices that probably are in the soup.,B,offer to check with the cook.,"Offer to check with the cook. Servers should obtain information about menu items from the kitchen staff on an ongoing basis. When patrons have food questions servers cannot answer, the servers should obtain the answers from the kitchen staff. Because customers may have dietary problems, servers should not guess at the contents of food dishes. Truthfulness is essential in dealing with customers, and a little extra consideration can prompt return business."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,86,"A coffee shop wants to appeal to young, tech-savvy consumers. To appeal to this demographic, the business should consider",purchasing a receipt printer.,gathering analytics from credit card payments.,accepting mobile credit card payments.,instituting a minimum amount for credit card payments.,C,accepting mobile credit card payments.,"Accepting mobile credit card payments. Businesses have a lot to consider when deciding whether or not to accept credit card payments—and how to accept credit card payments. Mobile credit cards are increasingly popular with the younger, tech-savvy demographic, so the coffee shop should consider accepting mobile credit card payments. Instituting a minimum amount for credit card payments, gathering analytics from credit card payments, and purchasing a receipt printer are not necessarily related to appealing to a young, tech-savvy demographic."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,87,Which of the following personal traits would be considered essential for success in most careers in hospitality and tourism:,Web design skills,Mathematical skills,Athletic skills,Communication skills,D,Communication skills,"Communication skills. Since careers in hospitality and tourism often require personal interactions, most employees need solid communication skills. Although some careers in hospitality and tourism require mathematical and web design skills, those skills are not required by most hospitality and tourism careers. Athletic skills are generally not needed in hospitality and tourism careers."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,88,Reinhart's Bakery purchases thousands of pounds of flour each year from a local mill. Reinhart's Bakery is considered a(n) __________ customer.,personal,industrial,individual,group,B,industrial,"Industrial. Businesses that buy from other businesses are called industrial customers. They often buy thousands of dollars' worth of equipment or materials. Individual customers, on the other hand, buy goods such as clothing and food, and services like insurance or car washes. Individual customers are individual people, whereas industrial customers are companies and organizations. “Group” and “personal” are not terms used to describe types of business customers."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,89,A hotel owner plans to conduct secondary research to learn more about guest satisfaction. Which of the following options would be the most appropriate method of secondary research for the hotel owner:,Review customer comments in the hotel database,Interview the hotel staff members about guests' attitudes,Create a satisfaction survey to provide to all new guests,Observe hotel guests to determine their satisfaction,A,Review customer comments in the hotel database,"Review customer comments in the hotel database. Secondary research examines information that was previously collected for other purposes. Reviewing customer comments stored in a database is an example of secondary research since the data were previously collected. Creating a survey, interviewing staff members, and observing guests are primary research activities since they are designed to collect information specific to the research goal."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,90,"What software do hotels, resorts, and various transportation entities use to expedite the reservation process for customers?",Websites,Online booking,Customer relationship management,Customer reservation systems,B,Online booking,Online booking. Many hospitality and tourism businesses offer websites that enable customers to conveniently book their reservations online. This gives customers 24-hour access to reservation systems when it's convenient for them to quickly make a reservation. Customer reservation systems are used by travel agents. Customer relationship management software is databases of customer information. Websites by themselves would not expedite the reservation process for customers.
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,91,Which of the following is an example of an open-ended question:,"""How can you do better next time?""","""Can we meet tomorrow at 4:00 p.m.?""","""Are you willing to make the changes I suggested?""","""How many times did you practice this week?""",A,"""How can you do better next time?""","“How can you do better next time?” “How can you do better next time?” is an open-ended question because it requires more than a “yes,” “no,” or other short response. The other questions are closed-ended questions because they can be answered with a “yes,” “no,” or other short response."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,92,Why has enterprise risk management developed?,Declining quality standards,The elimination of certain insurance plans,Reduced government regulation,An increasingly diverse array of risks,D,An increasingly diverse array of risks,"An increasingly diverse array of risks. In the past, risks were managed through the purchase of insurance. However, companies have begun to manage many different types of risks that need to be managed on a broader level. Enterprise risk management is now a plan-based strategy that is incorporated throughout an organization. Enterprise risk management has not developed due to the elimination of certain insurance plans, reduced government regulation, or declining quality standards."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,93,An airline executive wants to know why sales are dropping. They are most likely to need to conduct primary research if,they have not conducted secondary research yet.,no one on their team has the information they need.,the airline has little money for research.,they have already exhausted their secondary research options.,D,they have already exhausted their secondary research options.,"They have already exhausted their secondary research options. Primary research is that which a person or company generates on their own for their exact needs and purposes. Primary research is generally done when the needed information does not exist yet. Therefore, the airline executive should first do an exhaustive search of secondary sources before deciding to conduct primary research. Even if no one on the executive's team has the information they need, the executive still might not need to conduct primary research because they might be able to use secondary research. If the airline has little money for research, the executive might be better off focusing on secondary research because it is cheaper than primary research."
1291,HOSPITALITY AND TOURISM CLUSTER EXAM,Hospitality and Tourism Sample Exam.pdf,94,"Jessica, Adam, and Tanya wrote a research report together at work. To make the assignment easier for everyone, the group decided that each team member would write their own section of the report. As a result, the finished report lacked cohesion and clarity-and each section sounded distinctly different. Jessica, Adam, and Tanya should have",asked their supervisor for individual projects rather than a group report.,collaborated on the report to establish a common voice.,written an entire report each and chosen the best one to submit.,assigned one person to write the entire report.,B,collaborated on the report to establish a common voice.,"Collaborated on the report to establish a common voice. When working with others on communications projects such as reports, it's important for teams to find a common voice so that they communicate their messages most effectively. In this example, the team members did not combine their writing styles into a common style— causing their report to lack cohesion and clarity. Jessica, Adam, and Tanya should not have chosen a single team member to write the entire report; that would be unfair. They should not have written an entire report each and chosen the best report to submit; that would be a waste of time and resources. It would be inappropriate to ask their supervisor for different projects rather than following directions."
