test_number,exam_title,source_pdf,question_number,question_text,option_A,option_B,option_C,option_D,correct_letter,correct_option_text,rationale
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,50,The Prater Corporation wants to expand its market share by 6% next year. What type of goal has the company set?,Organizational,Ideological,Financial,Input,A,Organizational,"Organizational. Organizational goals affect the overall organization. Organizational goals may involve things such as increasing efficiency levels, growing the business, or expanding market share. Ideological goals involve the vision and general purpose of the company's existence. Financial goals address the company's income and expenses. Inputs are resources that are used to produce outputs."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,51,Product/Service management plays a significant role in marketing by,organizing employee hierarchy.,removing corporate branding.,challenging product success.,affecting product positioning.,D,affecting product positioning.,"Affecting product positioning. Product/Service management is a specific marketing function, and it plays a significant role in a business’s overall marketing success. Positioning is a strategy in which a business creates a certain image or impression of a product in the minds of consumers. The decisions made and strategies formed during product/service management will determine the product images for your target market. Product/Service management improves product success, not challenges it. It also gives product images, not removes them. Product/Service management is not related to employee hierarchy."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,52,"When a government issues a cease-and-desist order to an advertiser, it is an example of a legal",remedy.,remand.,arbitration.,appropriation.,A,remedy.,"Remedy. In legal circumstances, a remedy is a resolution—a way to right a wrongdoing. When a government agency issues a cease-and-desist order, it is ordering the advertiser to stop running the advertisement until a hearing is held to determine if the advertisement is deceptive or unfair. Arbitration is a formal process in which a neutral third party makes decisions about a contract dispute. Remand refers to sending a legal case back to the court so a specific action can be taken. Appropriation refers to a legal action that relates to the invasion of privacy."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,53,Which of the following factors should a business consider when setting final prices:,Competition,Management,Specialization,Assortment,A,Competition,Competition. Competition is the rivalry between two or more businesses to attract customer dollars. This is one of the factors that businesses consider when setting final prices for their goods and services. Businesses need to know what other businesses are charging for similar goods and services to be competitive in the marketplace. Assortment is the combination of goods that a business offers for sale. Specialization is the process of making the best use of resources in the production of goods and services. Management is the process of coordinating resources in order to accomplish an organization's goals.
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,54,Traditional economic systems are typically found only in __________ countries.,independent,established,industrial,undeveloped,D,undeveloped,"Undeveloped. Traditional economic systems are typically found only in undeveloped countries where there is little or no government involvement in either the production or the allocation of goods and services. In a traditional system, people produce what they can, and everything is consumed. Industrial and established countries have more complicated economic systems that may involve government regulations, competition, or free enterprise. Independent countries include all countries that are self-governed."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,55,Eagle Airways is hosting a gathering with local broadcasters and newspaper editors to announce the company's merger with Good Morning Airlines. What type of public relations activity does this exemplify?,Public service announcement,Social media event,News conference,Press release,C,News conference,"News conference. A business's public relations department uses many activities to establish good relations with the public. A news or press conference involves inviting members of the media to a meeting so the business can make an announcement such as a merger with another company. A press or news release contains written information (e.g., new product releases) that the business distributes to the media to obtain publicity. A public service announcement is a type of institutional promotion that informs consumers about noncontroversial issues that are in the public's interest. Social media is a form of communication that involves sharing information, ideas, personal messages, videos, etc. through social networking and mobile applications such as Facebook, Twitter, and YouTube."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,56,What kind of utility is created when a customer purchases a new TV?,Place,Form,Time,Possession,D,Possession,Possession. Possession utility is usefulness created when the ownership of a product is transferred from the seller to the buyer. The ownership of the TV is transferred to the customer at the time of purchase. Place utility is usefulness created by making goods or services available at the place where they are needed or wanted by consumers. Form utility is usefulness created by altering or changing the form or shape of a good to make it more useful to consumers. Time utility is usefulness created when products are made available at the time they are needed or wanted by consumers.
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,57,Why might a business decide to purchase goods for a price higher than the lowest possible price?,To obtain a needed delivery date,To arrange flexible contracts,To satisfy a favorite vendor,To spend additional funds,A,To obtain a needed delivery date,"To obtain a needed delivery date. The people responsible for purchasing should always seek to buy needed goods and services at the lowest possible price, provided quality, delivery, and service do not suffer. It may not be efficient to purchase at the lowest possible price if the materials cannot be delivered on time. Obtaining the needed delivery date is a reason why a business might decide to purchase goods for a price higher than the lowest possible price. A business would not purchase goods for a price higher than the lowest possible price to spend additional funds, satisfy a favorite vendor, or arrange flexible contracts."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,58,"Generally, the value of money decreases over time because of",investment.,recession.,inflation.,deflation.,C,inflation.,"Inflation. Inflation is the increase in the price of goods and services over time. Because of inflation, money has more value today than it will in the future. Deflation is a decline in prices of goods and services over time. Investment is the use of money to generate profit or gain. Finally, a recession is a state of economic decline."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,59,What is an example of an ethical issue that may make it difficult for marketers to gather data?,Ensuring the anonymity of all participants,Explaining research procedures in detail,Selling consumer information without consent,Identifying the sponsor of the research project,C,Selling consumer information without consent,"Selling consumer information without consent. Some businesses engage in unethical practices when gathering marketing information, such as selling consumer information without consent. When this occurs, it makes it difficult for other businesses to obtain data because consumers are reluctant to provide personal information that may be sold to others without their consent. Ethical marketers always tell research participants how their information will be used and give them the opportunity to indicate that they do not want it to be sold to others. Ethical marketers explain research procedures in detail, identify the sponsor of the research project, and ensure the anonymity of all participants."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,60,"The reason for using certain communications channels, such as coupons, in sales promotion is to",persuade customers to remain loyal.,generate an immediate response.,create long-term demand.,advertise a new product.,B,generate an immediate response.,"Generate an immediate response. A communications channel is a path or means used to provide information to others. In sales promotion, coupons are a type of communications channel that are used to provide information about products to customers. The reason for using coupons is to generate an immediate response by offering reduced prices on specific items. The hope is that customers will be motivated to buy the product now because of the information they received. Sales promotion is usually intended to encourage a quick response, while advertising is intended to create long-term demand and persuade customers to remain loyal. Sales promotion involves promotional activities other than advertising."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,61,What skills do you need to succeed in working with others in marketing?,People skills,Creativity,Technological know-how,Math skills,A,People skills,"People skills. To succeed in working with others, you need to treat them as you want to be treated. By showing respect and interest in others, you take big steps toward positive relations with your customers and team members. These are all aspects of people skills. Although creativity, math skills, and technological know-how are needed in marketing, you can possess those skills but not be able to work with others."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,62,Channels of distribution benefit consumers by,raising the quality of all consumer products.,making a variety of products available to them.,increasing profits for businesses.,lowering the prices of all consumer products.,B,making a variety of products available to them.,"Making a variety of products available to them. Channels of distribution benefit consumers by making a variety of products available to them. Without these channels, consumers could only buy products directly from producers, which would be impractical. Channels may lower some but not all consumer product prices. They may raise the quality of some but not all consumer products. Increased profits for businesses are not a benefit for consumers."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,63,A characteristic of individuals who have integrity is that they,understand others' feelings.,dispute accepted facts.,avoid change whenever possible.,adhere to a code of personal ethics.,D,adhere to a code of personal ethics.,"Adhere to a code of personal ethics. People with integrity live their lives according to a code of personal ethics, which gives them a sense of right and wrong. They may or may not dispute accepted facts, avoid change, or understand the feelings of others."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,64,"When Rebecca's research for her school project is complete, she's not quite sure what to do with her data. Her friend Allison suggests coding the data, and she decides to give it a try. Why should Rebecca use coding to organize her research findings?",It prevents data entry mistakes such as omissions or duplications.,It saves time by eliminating the need to check the data for flaws and errors.,It is the only method to interpret data in a meaningful way.,It turns large amounts of data into a form that is more easily understood.,D,It turns large amounts of data into a form that is more easily understood.,"It turns large amounts of data into a form that is more easily understood. To make sense of large amounts of data, the data must be analyzed. Coding can be an extremely useful tool for data analysis by grouping and assigning value to various responses from the survey. While coding is one way to interpret data in a meaningful way, it is not the only way. Coding does not prevent data entry mistakes. In many cases, it is still humans who assign the coding system and manually enter codes into a computer—there is always the possibility of human error. Data should always be checked for flaws at multiple points during the analysis. Coding should not be used as a replacement for error checking."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,65,Which of the following helps you determine the total cost of a consumer loan:,Repayment terms,Credit score,Origination fees,Annual percentage rate,D,Annual percentage rate,"Annual percentage rate. Annual percentage rate, or APR, is a rate of interest expressed as a yearly percentage. APR essentially tells you how much it will cost you to take out a specific loan. Comparing the APRs of different loans can help you make the best choice for your financial situation. Origination fees are fees charged by lenders for approved loans. A loan's repayment terms are the conditions for repayment—such as the length of the repayment period and the interest rate. Credit score is a rating assigned to a borrower based on previous loans."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,66,Which of the following is an example of current liabilities that a business should include in its balance sheet:,Accounts receivable,Owner's equity,Employees' salaries,Mortgage loans,C,Employees' salaries,"Employees' salaries. Liabilities are debts that a business owes. Liabilities are classified as current, which means that the debts will be paid off during the year, or long term, which means that they will be paid off over a period of time. Employees' salaries are current liabilities because the business is expected to pay its employees for their work on a regular basis throughout the year. Mortgage loans are long-term liabilities because businesses usually make mortgage payments for several years. Accounts receivable are assets because they are all the monies owed to the business by its customers. Owner's equity is the amount an owner has invested in the business plus or minus profits and losses."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,67,The way in which the promotional message is communicated should be,the same in each case.,selected by the market.,suited to the product.,different each time.,C,suited to the product.,"Suited to the product. The method of communicating the promotional message must be appropriate for the product being promoted. The right method for one product might be wrong for another. The message should also be appropriate for the market, but it would not be selected by the market. If a method of communication is effective, it would not need to be different each time."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,68,What phase of its product life cycle is it in when a business aims its promotion at early adopters and innovators?,Growth,Decline,Maturity,Introduction,D,Introduction,"Introduction. As products move through their life cycles, businesses need to modify their marketing-mix decisions. In the introductory stage, businesses are attempting to gain product recognition, promoting to those most likely to buy a new product—early adopters and innovators. When the product moves into its growth stage, businesses change their promotional efforts to appeal to a larger audience. By the time a product is in the maturity stage, it has competition from other producers who are trying to capitalize on the product. Therefore, the promotional activities attempt to differentiate the product from those of its competitors. Finally in the decline stage, businesses must decide whether they will continue to offer the product, perhaps with some modifications, whether they will discount the product and continue to offer it, or whether they will discontinue the product. The promotional activities used will not be to appeal to early adopters or innovators."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,69,"Nonverbal communication includes body language, which often indicates the level of a person's",intelligence.,enthusiasm.,ability.,education.,B,enthusiasm.,"Enthusiasm. Your facial expressions, body posture, eye contact, personal appearance, and your actions tell others whether you are enthusiastic or indifferent. Ability, education, and intelligence cannot be measured by body language."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,70,A CRM system can help salespeople,manage their personal budget.,monitor their company's stock.,improve their personal selling.,keep track of their customers.,D,keep track of their customers.,"Keep track of their customers. CRM (Customer Relationship Management) systems allow salespeople and their companies to organize and keep track of their relationships with customers and other relevant stakeholders. CRM systems are not intended to help salespeople manage their personal budgets, monitor their company's stock, or improve their personal selling skills."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,71,Which of the following is a characteristic that front desk clerks need to successfully sell rooms to guests:,Leadership ability,Management traits,Product knowledge,Prospecting skills,C,Product knowledge,"Product knowledge. When dealing with guests, front desk clerks need to know their products inside and out. They must know product features and be able to explain these features in terms of benefits for specific guests. All salespeople, including front desk clerks, need to know special or unique information about the goods or services which they sell. Leadership ability, prospecting skills, and management traits are not characteristics that front desk clerks need to successfully sell rooms to guests."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,72,Which of the following is a factor used for grading products:,Resource availability,Product recommendations,Product contents,Inspection method,C,Product contents,"Product contents. Grading is the process of rating products according to certain established standards or characteristics. To receive a certain grade, a product must meet established criteria, which indicates the uniformity or consistency among products. The contents of a product may affect how it is graded. For example, cuts or types of meat contain different levels of fat, so each type of meat may be graded on the percentage of fat per serving. Other products, such as gasoline, are graded on the basis of their chemical makeup. The inspection method, product recommendations, and resource availability are not factors used to grade products."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,73,What type of computer software program do businesses use to store valuable information about customers?,Publishing,Interactive,Database,Spreadsheet,C,Database,"Database. Database software programs are designed to sort, arrange, and locate a wide variety of information. Many businesses use database software to store valuable information about customers and arrange it according to various criteria. Businesses can add to this information at any time, sort it alphabetically, or use it to print mailing labels. Spreadsheet software programs are used to organize financial information. Businesses do not use interactive or publishing software to store information about customers."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,74,"Irene has always kept and filed every piece of paperwork she receives. When she needs to find a specific document for her boss, Irene wastes hours looking through her filing cabinets before she finally finds it. What should Irene do to make her filing more efficient?",Get rid of hard copies and store all of her documents virtually online,"Purge her old documents, throwing everything away",Hire a new employee to handle her files,Create a system and keep only what she needs,D,Create a system and keep only what she needs,"Create a system and keep only what she needs. Irene may think she's playing it safe by keeping every single piece of paperwork, but she's actually making her job much harder. When she keeps everything, it's more difficult to find the things she actually needs. This leads to frustration and wasted time. Irene should create a system to decide what she actually needs to keep and then toss all other documents. Although Irene may want to consider storing her documents virtually instead of physically, this wouldn't necessarily help her become more organized. While virtual storage wouldn't take up physical space, Irene could still waste just as much time searching through a mess of documents if she insists on saving everything. Irene doesn't need to hire a new employee to handle the filing; instead, creating a system will make Irene's files easier to use. Irene should resist purging all of her old documents—there are many things she'll need to keep, both for practical and legal reasons."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,75,A benefit to a business of using cable TV for promotions is that it provides,the most requested programs in any TV market.,an opportunity to advertise during prime-time hours at a high cost.,a select group of stations that reach special markets.,unique access to major international events.,C,a select group of stations that reach special markets.,"A select group of stations that reach special markets. Cable TV stations have highly specific programming— ESPN for sports, CNN for news, and Cartoon Network for cartoons. While it does provide an opportunity to advertise during prime-time hours, doing so can be costly, especially to small businesses or companies with limited budgets. Networks and stations also determine which programs are carried. Access to international events is not uniquely available on cable. Many noncable stations have access to the same events as are found on a cable system. Cable TV does not necessarily have the most requested programs in any TV market."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,76,Bar code symbols that are scanned into computers and used to identify and total information such as the selling prices for products are also called,Uniform Resource Locators.,Universal Product Codes.,Unified Pricing Criteria.,United Rating Systems.,B,Universal Product Codes.,"Universal Product Codes. Universal Product Codes (UPCs) are bar type symbols that provide information such as pricing, model, size, type, and color of specific items. Employees scan bar codes into their electronic cash registers. The registers translate the code into the selling price of the item. Uniform Resource Locators (URLs) are computer-based codes that locate web pages on the internet. Unified Pricing Criteria and United Rating Systems are not terms used to describe technological functions as they relate to pricing issues."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,77,"In determining an appropriate selling price for goods and services, a business calculates its operating expenses to find the",gross profit.,break-even point.,start-up costs.,money supply.,B,break-even point.,"Break-even point. The break-even point is the level of sales at which revenues equal total costs. In determining selling price, businesses calculate their total costs, including operating expenses, to find the break-even point. It is important to factor in all operating expenses when calculating the break-even point to set the selling price that will cover all operating expenses and make a profit for the business. Gross profit is the money left after cost of goods expense is subtracted from total income. Start-up costs are all of the expenses involved in setting up a new business or introducing a new product to the market. Start-up costs are one factor that may be considered when calculating the break-even point. Money supply is the total quantity of money which exists at one time in a nation."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,78,"When Ada has a job to do, she works hard and takes pride in her performance. She never takes shortcuts, and she always treats her tasks as if they are important, even if they aren't very fun. Ada demonstrates",industriousness.,creativity.,assertiveness.,empathy.,A,industriousness.,"Industriousness. Industriousness means being ready, willing, and able to work hard. Industrious people care about and take pride in the quality of their performance. They do not take shortcuts. They treat each work task as if it's important, even if it seems tedious or frustrating. Employees with creativity can generate new ideas, new approaches, new ways of thinking, and new ways to solve old problems. The ability to express yourself, communicate your point of view, and stand up for your rights, principles, and beliefs is known as assertiveness. Empathy is the ability to put yourself in another person's place and to see things from their point of view."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,79,Which data collection method usually takes place online?,Observation,Personal interviews,Tracking,Experiments,C,Tracking,"Tracking. Tracking is a data collection method that usually takes place online (website hits, cookies, product orders, etc.). Observation is watching people go about their activities in a natural setting. Experiments involve manipulating one variable to gauge the effect on another variable—they can sometimes take place online, but not usually. Personal interviews usually take place in person."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,80,What is a benefit to businesses of using selling policies?,Selling policies often create misunderstandings.,Selling policies can be used to assess sales staff performance.,The use of selling policies reduces requests for repairs.,The use of selling policies usually decreases job satisfaction.,B,Selling policies can be used to assess sales staff performance.,"Selling policies can be used to assess sales staff performance. Other benefits of using selling policies include preventing misunderstandings, reducing confusion for employees, keeping salespeople from having to make decisions on their own, making sure appropriate action is taken when necessary, assuring that customers receive fair and equal treatment, enhancing employee loyalty, increasing job satisfaction, and contributing to a more pleasant work experience. The requests for repairs may not be affected by selling policies."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,81,"Jordan is a sophomore in college. During each of his class lectures, he divides a piece of notebook paper into two sections-the column on the right is for his class notes, and the column on the left is for summarizing the",Cornell,mapping,Dartmouth,outlining,A,Cornell,"Cornell. The Cornell note-taking method involves separating a piece of paper into two columns: one for taking notes during class and one for summarizing the key points after class. Jordan is using the Cornell method of note-taking in this example, not the outlining or mapping method. Outlining involves writing down information in a highly structured, logical format as it is learned or received. Mapping involves using graphic organizers and diagrams to take notes. “Dartmouth method” is not a form of note-taking."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,82,In what type of market does the industry leader usually determine prices because there are relatively few sellers and it is expensive to enter the market?,Oligopoly,Monopolistic,Pure monopoly,Pure competition,A,Oligopoly,"Oligopoly. In an oligopolistic market there are relatively few sellers, and the industry leader usually determines prices. Prices tend to be stable because it is expensive to enter this market. The type of market that a business will operate in is a major factor to consider when setting selling prices because the business knows it will lose sales if it cannot compete on price. In a pure monopoly there is only one seller or provider of a product, and no substitutes are readily available. In a pure competition market, there are a great many buyers and sellers of nearly identical products, and marketers have very little control over pricing. In a monopolistic market there are many buyers and sellers, but there is a range of prices rather than one market price."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,83,A business can often reduce the risk of injuries in the workplace by providing employees with,on-the-job instruction.,internal feedback.,annual performance reviews.,ongoing safety training.,D,ongoing safety training.,"Ongoing safety training. Businesses that provide employees with safety training are informing employees about safe behaviors in the workplace. Informing employees about ways in which they can remain safe on the job helps the business reduce the risk of accidents and injuries in the workplace. Safety-training programs might include activities such as showing employees how to use equipment and showing them how to wear protective gear properly. Ongoing safety training reinforces the importance of following safety procedures at work and provides employees with updated safety information and changes in policies or procedures. Although on-the-job instruction often includes some information about job safety, the primary focus is to show a new employee how to perform a variety of tasks associated with the job. Internal feedback is evaluative information that comes from within you. An annual performance review is an assessment of an employee's work performance for the previous year."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,84,Dion wants to participate more in his club's group discussions. What can he do to improve his group discussion skills?,Interrupt other members if he disagrees with them,Prepare for the discussion ahead of time,Start an argument with another member,Wait for others to initiate the conversation,B,Prepare for the discussion ahead of time,"Prepare for the discussion ahead of time. If Dion wants to improve his group discussion skills, he can prepare for the discussion ahead of time. This includes researching the topic, looking at the topic from all angles, taking notes to bring to the discussion, etc. By preparing for the discussion ahead of time, Dion will feel more comfortable talking about it. Rather than waiting for others to initiate the conversation, Dion should take initiative and try to start the conversation himself. Dion should avoid starting an argument with other members and interrupting other members if he disagrees with them, as both could derail the conversation."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,85,A company produces an advertisement that informs consumers about its commitment to recycling materials and controlling pollution. This is an example of,institutional promotion.,personal selling.,cooperative advertising.,product promotion.,A,institutional promotion.,"Institutional promotion. The primary goal of institutional promotion is to create a certain image of a company in the eyes of consumers. This can be accomplished by informing consumers about the company, its ideas, and its philosophy. Companies often take positions on important issues, such as recycling goods and controlling pollution. Their positions on issues are communicated to the public through institutional promotion. Product promotion involves persuading consumers to buy a particular good or service. Cooperative advertising refers to the funds provided to retailers by the producers of goods to help pay for the retailers' advertising expenses. Personal selling is a marketing function that involves determining customers' needs and wants and aiding customers with their buying decisions."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,86,Why should businesses cultivate their touchpoints?,Consumers select brands based on which ones have the most touchpoints.,Businesses get significant tax breaks based on touchpoints.,Well-developed touchpoints guarantee the success of the business.,Each touchpoint is an opportunity to reinforce the brand with customers.,D,Each touchpoint is an opportunity to reinforce the brand with customers.,"Each touchpoint is an opportunity to reinforce the brand with customers. Every day, businesses have hundreds, even thousands, of opportunities to connect customers with their brand values and to build brand equity. These touchpoints include virtually every way in which the business or product has contact with the customer—be it an invoice, a promotional message, or the way something is positioned on the shelf. Customers do not select brands based on which have the most touchpoints; in fact, they have no way of knowing this. They select brands that consistently meet and exceed their expectations. Businesses do not get tax breaks based on touchpoints. Well-developed touchpoints are a major factor in building a business's success; however, touchpoints alone are no guarantee. There are a whole host of other factors that influence a business's success, including its management, its location, its competition, and the economic environment in which it operates."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,87,What is an example of a large business using coercion in the distribution channel?,Threatening to stop using a supplier unless given major concessions,Requiring a specific type of packaging material,Returning shipments without proper authorization,Buying products from unauthorized intermediaries,A,Threatening to stop using a supplier unless given major concessions,"Threatening to stop using a supplier unless given major concessions. Coercion is the practice of using force or threats to persuade someone to do something they would otherwise be unwilling to do. If a large business threatens a supplier, that is an example of coercion. The business may demand that the supplier sell at extremely low prices or pick up other types of expenses to be a supplier to the business. The message is that the supplier will no longer be used if the business does not receive the requested concessions. Requiring a specific type of packaging material and returning shipments without proper authorization are not examples of coercion. Buying products from unauthorized intermediaries is an example of the gray market."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,88,"What type of security problem is being described in the following: A vendor has hidden inside a customer's business. After the business closes, the vendor comes out of hiding to steal goods.",Burglary,Fraud,Robbery,Shoplifting,A,Burglary,"Burglary. Any illegal entry into a building to commit theft is called burglary. It can be committed by anyone— strangers, employees, customers, or vendors. Burglars use a variety of methods to gain entry to a business, such as picking locks, hiding in a building until the business has closed for the day, using a stolen or duplicate key, or using force to break open doors or windows. Robbery is theft that involves the use of force, violence, or fear. Fraud is deceiving or cheating a business out of money or property. Shoplifting is the theft of goods by customers."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,89,An efficient way to organize a work area is to,remove all materials from the work surface.,keep reference materials out of your office.,avoid using filing cabinets.,arrange everything within easy reach.,D,arrange everything within easy reach.,"Arrange everything within easy reach. A lot of time can be wasted when work areas are unorganized. Desks or counters should be free of clutter. Everything should be arranged so that you don't have to walk across the room to use it. Files should be kept in your desk, in filing cabinets, or in storage areas when no longer needed. Reference materials should be close to your desk for easy, quick use."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,90,Which of the following is a form of direct marketing that is the most cost effective in reaching a small target audience:,Infomercial,Print catalog,Personal interview,Email,D,Email,"Email. Direct marketing is any form of direct communication that a business makes with a member of its target market and involves an offer or call to action by the message recipient. Email is one communication channel that businesses use for their direct-marketing activities. Email allows a business to send personalized messages about sales promotions and new products to its target market. Email is more cost effective than other types of direct-marketing efforts because the business does not pay for postage, printing, etc. Infomercials (long TV commercials) and print catalogs are expensive to produce. Personal interviews do not always involve communicating product information to a customer."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,91,The first step toward becoming a leader is,being a role model.,believing you can do it.,demonstrating empathy.,becoming a manager.,B,believing you can do it.,"Believing you can do it. Everyone, regardless of position, can become a leader. The first step is believing you can do it. Leaders are often role models, but this isn't a quality someone needs to have before becoming a leader. Managers can be leaders, but it isn't necessary for a leader to have a position of authority. In fact, some experts argue that many people in management positions are actually ineffective leaders. Empathy is certainly an important characteristic for a leader to have, but it isn't the first step."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,92,What tools are needed when using the forced analogies method of creative thinking?,Metaphors and antonyms,Metaphors and similes,Allegories and syntax,Syntax and antonyms,B,Metaphors and similes,"Metaphors and similes. Forced analogies are a Synectics creative-thinking method involving the use of metaphors and similes to create connections where none currently exist. A metaphor is a figure of speech in which one idea, concept, or entity is compared to or used in place of another. A simile is a figure of speech in which two unlike things are compared using the words ""like"" or ""as."" An antonym is a word that means the opposite of another word (e.g., happy is the opposite of sad). Syntax refers to the order or manner in which words are put together in terms of grammar. An allegory uses symbolism to convey an idea or concept."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,93,"Because Liesel is a person who ""thinks outside the box,"" she was able to",measure the firm's direct mail efforts.,generate ideas for new products.,follow government regulations.,calculate the company's profit margin.,B,generate ideas for new products.,"Generate ideas for new products. A person who “thinks outside the box” is able to look at things from a variety of perspectives. People who look at things from a variety of perspectives use creative thinking, which is the ability to come up with new ideas, approaches, or solutions. Often, these new ideas, approaches, or solutions involve new goods and services to satisfy unmet needs and wants. Calculating the company's profit margin, measuring the firm's direct mail efforts, and following government regulations require a person to perform activities in predetermined or set ways, which do not involve looking at things from different perspectives."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,94,"In some states, businesses pay a percentage of their profits in taxes, no matter how much they make. This is known as a(n) __________ tax.",flat,fair,excise,sales,A,flat,"Flat. A flat tax is an income tax in which the same rate applies to all businesses, no matter how much they make in profits. Although many people think this tax is fair, it is not called a fair tax. An excise tax is a tax on certain products that is built into the overall price that consumers pay. A sales tax is a percentage of retail sales, paid by consumers."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,95,Mercedes Benz cars are seen by consumers as luxury cars. This is an example of brand,extension.,licensing.,positioning.,insistence.,C,positioning.,Positioning. Brand positioning is defined as the way consumers see a brand as compared to competitive brands. Brand extension strategy involves using successful brand names to introduce other brands. Brand licensing is the legal authorization by a brand owner to allow another company to use the brand in exchange for a fee. Brand insistence is the stage of brand loyalty in which consumers insist upon buying a specific brand.
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,96,Which of the following is an example of quantitative data:,"""The customer smiled when she heard the name of the new product.""","""Sales of this particular model have fallen 13% in the last year.""","""The salespeople think that customers want more payment options.""","""Many local residents enjoy playing sports at the community center.""",B,"""Sales of this particular model have fallen 13% in the last year.""","""Sales of this particular model have fallen 13% in the last year."" This is an example of quantitative data—it is specific, measurable, and expressed numerically. The other alternatives are examples of qualitative data; they are based on emotions, feelings, experiences, thoughts, etc."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,97,"During a board of directors meeting, the company's CEO said, ""Based on last year's sales data and changes in economic conditions, I believe that sales will increase next year."" In this situation, the CEO has provided the board members with a(n)",recommendation.,prediction.,estimate.,fact.,B,prediction.,"Prediction. A prediction is a forecast that people make about the future. Predictions are not always supported by data. In the example, the CEO did not provide numerical sales data or specific economic indicators to support their statement. An estimate is an educated guess that may consider data that are not verified. Facts are verified data. A recommendation is a suggestion to take a certain course of action."
1309,MARKETING CLUSTER EXAM,Marketing Sample Exam.pdf,98,"When evaluating the wording of a survey, the editor should make sure that each question contains",vocabulary with dual meanings.,simple words without jargon.,"clear, technical terms.",impressive but vague language.,B,simple words without jargon.,"Simple words without jargon. Wording is an important consideration when developing a survey. To obtain objective, honest answers, respondents must be able to understand the questions. This requires the use of simple and clear (not vague) wording so respondents are not confused when they read the questions. Jargon is technical language, which may confuse respondents. Surveys should not contain words with dual meanings because these words may confuse respondents, too."
