test_number,exam_title,source_pdf,question_number,question_text,option_A,option_B,option_C,option_D,correct_letter,correct_option_text,rationale
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,50,How can Tracy make sure that her marketing campaigns support her company's goals?,Engage in market planning,Select the right channels,Use pricing strategies,Speak with customers,A,Engage in market planning,"Engage in market planning. Market planning helps organizations strategize to align marketing tactics with goals. Tracy can use planning activities to make sure that the actions she takes are working toward an organizational goal. Selecting the right channels, using pricing strategies, or speaking with customers will not necessarily help Tracy create marketing campaigns that align with the company’s goals."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,51,"On a balance sheet, a business categorizes its inventory and accounts receivable as",long-term assets.,owner's equity.,current liabilities.,current assets.,D,current assets.,"Current assets. A balance sheet is a financial statement that captures the financial condition of the business at that particular moment. Inventory and accounts receivable are categorized as current or short-term assets because the levels of inventory and income from sales tend to fluctuate. Owner's equity is the amount an owner has invested in the business plus or minus profits and losses. Long-term assets are items of value that businesses use to generate revenue for more than a year (e.g., buildings, vehicles, and capital equipment). Current liabilities are debts that must be paid within a year."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,52,Businesses evaluate their relationships with banks to make sure the bank,likes the business.,understands the business.,operates worldwide.,will lower their interest rates.,B,understands the business.,"Understands the business. A banker is one of the people who has the ability to influence the success of a business. If the business feels that a banker doesn't understand the business, the business should find another banker. Understanding the business is more important than liking the business. Many factors affect the interest rates, and banks may not be able to offer lower rates to all its customers. Many banks are local and work only with businesses in the area."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,53,"Which of the following roles of selling in our economy helps products be ""in the right place at the right time"":",Affects employment,Promotes competition,Adds utility,Helps customers determine needs,C,Adds utility,"Adds utility. A product being “in the right place at the right time” means a skilled salesperson has added utility, or usefulness, to it. Selling also promotes competition, affects employment, and helps customers determine needs, but these are not illustrated in this situation."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,54,The business's manager planned for only a small increase in sales over the next year because the largest local employer had laid off workers and was reducing production. What factor did the manager consider in setting this goal?,Customer service,Competition,Past sales,Economic conditions,D,Economic conditions,"Economic conditions. Businesses take into consideration the economic conditions in the area before setting goals and objectives. If an area is depressed, businesses would anticipate that sales would increase only slightly or not at all. Previous business, competition, and customer service would not be factors in this situation."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,55,"Julia has recently opened her own coffee shop. With all of the time she spends getting the new business up and running, she has missed her daughter's last four soccer games. This is an example of a(n) __________ risk that many entrepreneurs face when starting a business.",technological,emotional,reputational,financial,B,emotional,"Emotional. When starting a new venture, many entrepreneurs need to dedicate time, energy, and resources to getting that business off the ground. As a result, entrepreneurs take many different risks to possibly gain reward. Emotional risks are those that involve feelings or social relationships, such as marital strain or family problems, as demonstrated in this example. Entrepreneurs also take technological, financial, and reputational risks, but those risks are not demonstrated here."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,56,"Arthur's boss asked him to study his company's sales data from the previous five years to see if there were any trends. After his research, Arthur presented his findings to his boss along with his predictions for the future. This is an example of the process of",customer retention.,data mining.,the selling process.,competitive analysis.,B,data mining.,"Data mining. Data mining is the process of sorting through data to discover underlying connections and predict future trends. By studying his company's sales data from the previous five years, Arthur was engaging in data mining—not the selling process, competitive analysis, or customer retention. The selling process is the process used by salespeople to convince customers to make a purchase. Competitive analysis involves researching a company's competitors and comparing the competition's strengths and weaknesses to the company's strengths and weaknesses. The overarching activity of customer retention is not generally defined by a single process."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,57,"When an employee complaint results in a change in company policy, a manager should make sure employees are aware of the change by having the employees",sign a statement that they know about the new policy.,copy the policy into their personal notebooks.,verbally repeat the policy to another employee.,explain their interpretation of the new policy to a supervisor.,A,sign a statement that they know about the new policy.,"Sign a statement that they know about the new policy. Asking employees to sign such a statement keeps them from being able to say later that they didn't know about the new policy. Verbally repeating or explaining the policy to another employee or a supervisor, or copying the policy into personal notebooks, may ensure that the employees know about the policy, but the manager would have no documentation for future reference."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,58,Which of the following is an example of a legally binding contract:,A verbal expression of interest in an apartment,Terms and conditions associated with software,The purchase of an airline ticket,Making a doctor's appointment,B,Terms and conditions associated with software,"Terms and conditions associated with software. When you download software and agree to abide by the terms and conditions associated with the product, you are generally legally bound to do so. Verbal expression of interest in an apartment, the purchase of an airline ticket, and making a doctor's appointment are not examples of legally binding contracts."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,59,When is it more economical for a business to lease rather than to buy a facility?,When credit standing is high,When interest rates are low,When available cash is limited,When mortgage money is plentiful,C,When available cash is limited,"When available cash is limited. Many new businesses have limited amounts of cash available to cover the costs of purchasing property, which usually include a down payment, closing costs, taxes, etc. On the other hand, the initial cash expense for leasing is often limited to a security deposit and the first rent payment. When cash is limited, it is usually more economical for businesses to lease rather than to buy a facility because it saves them money. If businesses have sufficient cash, it is more economical in the long run for them to buy rather than to lease, especially when interest rates are low, their credit standing is high, and mortgage money is plentiful."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,60,What is one reason why many people decide to become entrepreneurs?,Long hours,Less risk,Flexibility,Less responsibility,C,Flexibility,"Flexibility. Flexibility is a motivator that attracts many budding entrepreneurs. Entrepreneurs are their own bosses, and they are able to decide when and where to work and for how long. Flexibility allows an entrepreneur to control and manage time based on individual needs and desires and on the nature of the business. Entrepreneurs often have to work very long hours, but this is not a reason to become an entrepreneur. Entrepreneurs face a great deal of risk and responsibility."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,61,Ada purchases jewelry and clothing from many different manufacturers and sells the items to customers in her boutique. What kind of buyer is Ada?,Business use,Transformational,Wholesale,Retail,D,Retail,Retail. Retail buyers purchase goods from wholesalers or manufacturers to resell to consumers. Wholesale buyers purchase goods from manufacturers and other wholesalers to sell to retailers and businesses. Buying for business use involves purchasing items that are for use by the purchasing specialist's company. Purchasing specialists who buy items for transformation purchase raw materials and components that will be converted into finished products through some type of production process.
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,62,Which of the following types of data analysis suggests a future course of action:,Instructive analytics,Prescriptive analytics,Predictive analytics,Descriptive analytics,B,Prescriptive analytics,"Prescriptive analytics. Prescriptive analysis is a form of predictive analysis. Predictive analysis attempts to predict possible future outcomes. Prescriptive analysis takes it further and suggests one or more future courses of action, based on the predictions of possible future outcomes. Descriptive analysis, on the other hand, summarizes what has already happened by making raw data easy to understand and useful. Instructive analytics is not a form of data analysis."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,63,Should a business develop permanent marketing strategies?,"Yes, changing marketing strategies results in confusion for management.","No, businesses must be alert to changes in the marketplace.","Yes, the competition will know what to expect from the business.","No, marketing strategies change regardless of what the business wants.",B,"No, businesses must be alert to changes in the marketplace.","No, businesses must be alert to changes in the marketplace. To operate successfully, a business must be alert to factors that affect or influence marketing strategies. These include economic climate, product characteristics, product quality, actions of competitors, number of competitors, market size, market share, available funds, and the changing needs and wants of consumers."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,64,Yasir works for a company that manufactures glass bottles. His job is to inspect the bottles to make sure they were made correctly. He throws away any defective bottles. This example is best described as quality,assurance.,improvement.,circle.,control.,D,control.,"Control. Quality control is a process that measures products against predetermined standards after the products have already been created. Quality assurance is an organization-wide system that businesses use to ensure that products meet quality standards. It includes quality control, but its scope is much bigger than just that, as it focuses on planning ahead for quality. Quality improvement involves an organization's willingness to change and adapt for the purpose of maintaining quality. A quality circle is a team of employees with similar roles who meet regularly to discuss issues and solve problems."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,65,Which of the following words best describes enterprise risk management:,Hazardous,Empathetic,Segmented,Comprehensive,D,Comprehensive,"Comprehensive. Enterprise risk management is a top-down business activity that involves planning, controlling, preventing, and procedures used by management to limit company losses. This approach considers risk management from the perspective of the entire, comprehensive organization rather than by distinct business units. Therefore, words like “segmented” are not accurate descriptions of enterprise risk management. Risk management assesses potential hazards but is not necessarily hazardous. Empathy is the ability to understand and share the feelings of other people, which is not necessarily a component of enterprise risk management."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,66,What is an effect of monitoring your progress while working toward a goal?,It increases the likelihood that you will succeed.,It makes your goal more challenging and time-consuming.,It encourages communication throughout the process.,It adds external pressure to accomplish tasks.,A,It increases the likelihood that you will succeed.,"It increases the likelihood that you will succeed. The more often you monitor progress while working toward a goal, the more likely you will be to achieve it. Monitoring goal progress keeps you accountable and aware of where you are. Monitoring progress does not necessarily add external pressure to accomplish tasks, encourage communication, or make a goal more challenging and time-consuming."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,67,"Macon Industries writes a purchase order for bolts, washers, and nails and sends the order to the Stanton Company to process. In this situation, the purchase order is a(n)",letter of intent.,open order.,accounts-receivable document.,sales contract.,D,sales contract.,"Sales contract. A purchase order is a form that a business fills out to order goods. Because the order indicates that the business is willing to do something (pay for the items it orders) in exchange for something else (take possession of the goods), the purchase order serves as a sales contract. An open order is a type of purchase order in which buyers place the order with the supplier that can best meet the needs or criteria (e.g., price) for a particular item. Because accounts receivable is an accounting activity that involves collecting payment for the goods and services that the business offers, a purchase order is not an accounts-receivable document. A letter of intent is a letter that declares the writer's intention to do something. A purchase order is a form rather than a letter."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,68,"If one of your coworkers is treating another coworker unfairly, what is the ethical thing to do?",Ignore it.,Speak up.,Look for another job.,Be aggressive.,B,Speak up.,"Speak up. Fairness involves sticking up for people who are being treated unfairly, not ignoring the problem. Acting aggressively toward the coworker would not be ethical behavior. Looking for another job would not resolve the issue or demonstrate ethical behavior."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,69,"Two small businesses share a warehouse, keeping rent costs low for both businesses. The businesses have formed a",strategic relationship.,distribution channel.,contingency plan.,communications plan.,A,strategic relationship.,"Strategic relationship. A strategic relationship is one in which multiple businesses enter into an agreement and help each other, financially or otherwise. Often, the partnering businesses have assets or services that may help the other. A communications plan is a document that contains strategies for managing the flow of information that must occur between all of a project's stakeholders throughout the life of the project. A contingency plan is a set of specific guidelines to help respond to undesirable circumstances. A distribution channel is a path or route that goods or services take from the producer to the ultimate consumer or industrial user. Although every business must have at least one distribution channel, sharing a warehouse facility as a means to save money is not an example of a distribution channel."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,70,Which of the following is an example of an employee-assistance program:,Corrective action,Compensation,Training on the use of dangerous power equipment,Career and education planning,D,Career and education planning,"Career and education planning. Career and education planning is an example of an employee-assistance program a company may offer. Employee-assistance programs are part of the HR management activity of employee relations. Compensation is pay for work completed, not extra assistance. Training on the use of dangerous power equipment is a compliance issue. Corrective action is a training and development issue that occurs when an employee’s performance is not up to standard."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,71,"While working as a server, Delia came up with an idea for an automated payment system for restaurants. This is an example of how",it is unethical to copy another business's model.,economic trends can help you identify opportunities.,work experience can lead to new business ventures.,entrepreneurs should focus on completely new industries.,C,work experience can lead to new business ventures.,"Work experience can lead to new business ventures. One way that entrepreneurs determine opportunities for new business ventures is through their own work experience. Delia's work experience as a server, for example, helped her determine an opportunity to automate payments in the restaurant industry. This example is not related to economic trends. It is not true that entrepreneurs should focus on completely new industries; many entrepreneurial ventures take place within existing industries, such as in Delia's case. Finally, this example is not related to whether or not it is unethical to copy another business's model."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,72,Which of the following is an example of a product line:,Philadelphia Cream Cheese,A1 Steak Sauce,Kraft meats,Capri Sun,C,Kraft meats,"Kraft meats. Meats are one of Kraft Food’s many product lines. Product lines are groups of related product items. A1 Steak Sauce, Philadelphia Cream Cheese, and Capri Sun are all product items within Kraft’s product lines. A product item is an individual good, service, or idea that a business offers for sale."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,73,The observation method of collecting marketing research data involves,watching what customers do.,conducting online surveys.,test marketing new products.,calling customers on the phone.,A,watching what customers do.,"Watching what customers do. Observation is a marketing research method that gathers data by watching customers. This can be carried out by using cameras, by assigning people to watch customers' actions, or by using scanners that record what customers buy. Test marketing new products is part of the experiment method of collecting data. Calling customers on the phone and surveying them over the internet are part of the survey method of collecting data."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,74,Which of the following guidelines would be the most appropriate for a supervisor to follow when administering remedial action:,Take action in the presence of the employee's coworkers.,Let personnel handle minor problems with employees.,Delay taking action so that the connection between the infraction and the penalty becomes blurred.,Resume a normal attitude toward the employee as quickly as possible.,D,Resume a normal attitude toward the employee as quickly as possible.,"Resume a normal attitude toward the employee as quickly as possible. While the supervisor may find this difficult to do, it is important because expecting further problems with the employee may actually cause them to occur. The immediate supervisor should handle disciplinary action, particularly minor problems. Action should be taken promptly so that the connection between the infraction and the penalty does not become blurred. Remedial action should be taken in private, without coworkers present so that the employee's dignity and their status in the organization can be preserved."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,75,Evaluating an employee's performance by comparing it to the goals that were set for the job is part of a technique called,management by objectives.,positive reinforcement.,rank-order technique.,affirmative action.,A,management by objectives.,"Management by objectives. The employee and the supervisor work together to set goals, or objectives, for the employee to meet during a certain time period. The employee is then evaluated on the basis of how well they met the goals. Rank-order technique ranks all employees in a department or division from best to worst. Affirmative action is an effort to create equality in the workplace through hiring, training, and promoting of members of groups that have been subjected to discrimination. Positive reinforcement is a technique in which people are given approval or rewarded for good performance."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,76,"If a hurricane impacts production at a company's Atlanta plant, it will shift production demands to its plant in Arkansas. This is an example of",continuation planning.,sales forecasting.,SWOT analysis.,risk assessment.,A,continuation planning.,"Continuation planning. Continuation planning is the creation of a strategy to handle threats and risks so that the company can resume operations and functionality without much resource loss. A hurricane is an example of the type of risk that can affect operations and that must be handled in a continuation plan. Moving production demands to a different plant is a way to reduce the loss associated with that risk. This is not an example of a risk assessment, SWOT analysis, or sales forecasting."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,77,A bakery has a vision to become the number one rated cupcake shop in town for the next six months. The most significant problem with this vision is that it is,unclear.,relatable.,short term.,realistic.,C,short term.,"Short term. Great visions are long term rather than short term. This vision only looks at the next six months, which isn't necessarily long term. There is no indication that the vision is unclear. Good visions should be realistic and relatable. Being realistic or relatable is not a problem demonstrated by the vision in this scenario."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,78,Marketers should check on their markets periodically because markets can,advance.,lead.,fail.,change.,D,change.,"Change. Though markets may appear to fail, advance, or lead other markets—it is change that prompts marketers to check on their markets periodically."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,79,What are important considerations in establishing hardware/software specifications for a business?,"Capabilities, compatibility, reliability, and cost","Strategic planning, training, upgrades, and cost","User needs, mobility, delivery terms, and technical support","Security, social media policies, performance, and licensing",A,"Capabilities, compatibility, reliability, and cost","Capabilities, compatibility, reliability, and cost. Businesses establish specifications for selecting hardware/software systems to provide consistency and compatibilities among users; to maintain a clean, productive system/network environment; to enable the computer system to grow with evolving technology; and to provide a basis for maintaining system operability and reliability. Important considerations in establishing hardware/software specifications include user needs, capabilities, ease of use, compatibility, mobility, technical support, security, performance, cost, licensing, reliability, upgrades/updates, and training. While delivery terms, social media policies, and strategic planning may be considered at some point in establishing specifications or selecting specific hardware/software, they are not significant considerations in establishing hardware/software specifications."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,80,Hotel chains carefully analyze economic conditions and the competition before raising prices because the product the chains provide has,limited supply.,elastic demand.,unlimited supply.,inelastic demand.,B,elastic demand.,"Elastic demand. Elastic demand is a form of demand in which changes in price correspond to changes in demand. Even a small change in price affects demand for the product. As a result, hotel chains carefully analyze economic conditions and the competition to make sure a price increase will not reduce demand. If customers feel the new price is too high, they will not buy because hotel rooms are products that customers do not need in order to survive. There is not an unlimited supply of hotels which means the supply is limited; however, they are plentiful so customers usually will be able to find one in the right price range. Inelastic demand is a form of demand in which changes in price do not affect demand."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,81,One of the leading computer manufacturers has decided to produce software cases of high quality and high price. Who will ultimately decide if the price is too high?,Consumers,Government,Competition,Manufacturer,A,Consumers,"Consumers. Each time consumers make a purchase, they cast their economic vote, and these votes enable consumers to control what will be produced. The government has limited power and should only step in to protect citizens. The competition would be the other manufacturers that sell the same or similar products. The manufacturer would only determine what is to be produced."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,82,"Before beginning a new project, a manager who uses business process thinking would most likely",examine the financial implications of the project to make sure it will be profitable.,create a list of things that employees should avoid doing during the project.,explain to employees the end result that the manager wants to achieve from the project.,determine the steps that employees need to follow to complete the project.,D,determine the steps that employees need to follow to complete the project.,"Determine the steps that employees need to follow to complete the project. Business process thinking is a method of thinking that emphasizes the importance of processes in business. Managers who use business process thinking would most likely focus on establishing the process that employees should follow before beginning a new project. While the end result is important in any project, managers who use business process thinking would place more emphasis on the process than the result when beginning a new project. They would not create a list of things employees should avoid doing during the project. Examining the financial implications of a project is important but does not describe business process thinking."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,83,What type of information in a company's CRM system can help a company determine a customer's product preferences?,Customer's prior purchases,Customer's name,Customer's preferred payment method,Customer's address,A,Customer's prior purchases,"Customer's prior purchases. A CRM system can keep records of sales history, which can help a company determine a customer's product preferences. CRM systems also store many other types of data such as a customer's contact and payment methods. A customer's name, address, or preferred payment method provides very few clues to determine their product preferences."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,84,"Ben is hoping to start his own digital marketing business. Which of the following expenditures would fall under the category of ""professional fees"" when Ben is estimating the costs of starting his company:",Insurance and business permits,Computer hardware and software,A trademark for his company logo,Inventory and raw materials,C,A trademark for his company logo,"A trademark for his company logo. There are various cost categories associated with starting a new business, including the cost of sales, professional fees, technology costs, administrative costs, sales and marketing costs, and wages and benefits. Professional fees include legal costs, such as the costs associated with obtaining patents and trademarks. Inventory and raw materials fall under the cost of sales category. Computer hardware and software fall under the technology category. Insurance and business permits are administrative costs."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,85,An entrepreneurial business owner must,be independently wealthy.,dislike business planning.,desire regular 40-hour work weeks.,have an adventurous spirit.,D,have an adventurous spirit.,"Have an adventurous spirit. Entrepreneurs must have an adventurous spirit because they assume a lot of risk and uncertainty, as well as experience excitement and spontaneity. Entrepreneurs do not necessarily have to be independently wealthy, though they should have enough in savings to survive at least a few years without turning a profit. Entrepreneurial business owners should not desire a regular 40-hour work week because entrepreneurs work long and irregular hours. Finally, entrepreneurial business owners need to plan ahead and account for all the resources they will need to start a new business."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,86,"Because operations managers control so much of a business's money, they must focus on",keeping costs low.,hiring the best employees.,creating effective advertising campaigns.,generating publicity.,A,keeping costs low.,"Keeping costs low. Because operations managers control so much of a business's money, they must focus on keeping costs low. Operations managers are not responsible for hiring employees, creating advertising campaigns, or generating publicity."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,87,"Within a startup business or young company, the primary responsibility for acting ethically falls to",the company's customers.,the business's employees.,business investors.,the entrepreneur.,D,the entrepreneur.,"The entrepreneur. The responsibility of acting ethically falls to entrepreneurs. Since their actions directly influence the culture and values of their organizations, wise entrepreneurs do their best to make ethical decisions from the very beginning. They know that their decisions today will set the tone for the entire company tomorrow. Business investors, the business's employees, and customers do not shoulder the primary responsibility for acting ethically."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,88,Which of the following helps the reader find specific elements of a formal report:,Conclusion,Title page,Executive summary,Table of contents,D,Table of contents,"Table of contents. The table of contents is in the front of the report, and it directs readers to areas of the report that are of particular interest to them. A title page identifies the report's subject, author(s), and the place and location of preparation. A short synopsis of the report is called an executive summary. The conclusion summarizes the main points based solely on the report's findings."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,89,"Calculate a business's total cash available if it has a beginning cash balance of $2,300; total cash receipts of $4,900; and credit sales of $3,500.","$5,800","$7,200","$10,700","$3,700",B,"$7,200","$7,200. A business determines the amount of cash it will have available to spend each month by adding its total cash receipts to its beginning cash balance ($2,300 + $4,900 = $7,200). The business does not record credit sales until the cash has been received."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,90,"Express Limited is planning to enlarge its product mix of paper goods that includes paper plates, greeting cards, and gift wrap. Which of the following would Express Limited be most likely to add to the business's product mix:",Hardware,Notebooks,Clothing,Lamps,B,Notebooks,"Notebooks. Notebooks are a paper product and would, therefore, fit into the product mix—the particular assortment of products that a company offers to meet the needs of its market(s) and its company goals. Lamps, hardware, and clothing would not be compatible with the lines of paper goods."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,91,A small brick-and-mortar bookstore will benefit most from a supply chain that is designed to,purchase books to fulfill requested orders.,stock large quantities of best sellers.,ship books to customers' homes.,use an electronic commerce center to handle orders.,A,purchase books to fulfill requested orders.,"Purchase books to fulfill requested orders. A small brick-and-mortar bookstore is more likely to benefit from purchasing books to fulfill requested orders from customers. A small store will not benefit from storing large quantities of books due to limited space and the high cost of carrying extra inventory. Since a brick-and-mortar store depends on customer visits to promote books, gifts, and other items, it is not likely to benefit from using an electronic commerce center or shipping books to customers' homes."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,92,A primary reason that businesses identify market segments is because consumers,are not loyal to popular brands.,demand high-quality goods.,have different needs and wants.,desire the same level of service.,C,have different needs and wants.,"Have different needs and wants. Successful businesses understand that it is often easier and more cost effective to develop strategies that appeal to a portion of the market rather than the whole market. This is because consumers are unique and have different needs and wants. For example, some consumers want high- quality goods and services, while others are less concerned with quality and want low prices. By dividing the market into segments, a business can determine which segments are more likely to buy its products. Then, the business can develop a plan of action to target the market that has similar needs and wants. The business's goal is to develop a loyal customer following and create brand insistence by appealing to the market that is most likely to purchase its products."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,93,"Charlie has a great idea for a new website, but he isn't sure if there is a demand for it. Charlie needs to",develop his business plan.,file for a patent.,consult external resources.,obtain funding.,C,consult external resources.,"Consult external resources. When entrepreneurs develop a new concept, they often need to consult outside sources to help solidify the idea or generate helpful feedback. If Charlie needs to find out whether there is a demand for his idea, he can consult external resources such as internet resources, mentors, competitors, market trends, etc. Developing a business plan will not necessarily help Charlie know whether there is a demand for his idea; rather, he should know whether or not there is a demand before he develops a business plan. Filing for a patent will not help Charlie know whether there is a demand for his idea. Finally, obtaining funding will not necessarily help Charlie know whether there is demand for his idea; instead, he should know there is demand before he attempts to obtain funding."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,94,A unique selling proposition answers which of the following customer questions:,"""Why is this good or service a great value for me?""","""What is the name of this product?""","""Why should I buy from you instead of someone else?""","""Who makes this product?""",C,"""Why should I buy from you instead of someone else?""","""Why should I buy from you instead of someone else?"" A unique selling proposition answers this question for a customer—""Why should I buy from you instead of someone else?"" It demonstrates what is special about the product, what benefits it provides that competitors can't. A unique selling proposition doesn't necessarily include the name of the product, the maker of the product, or the reasons why the product is a good value."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,95,Which of the following is one of the main components of an income statement:,Assets,Taxes,Liabilities,Revenue,D,Revenue,"Revenue. Revenue is the money received by resource owners and by producers for supplying goods and services to consumers. Revenue is an important component of an income statement because it indicates the total amount of money a business earns from all sources such as sales, interest, and dividends. A business's revenue should exceed its expenses in order for the business to make a profit. Taxes are calculated on the net income determined by the income statement. Assets are anything of value that a business owns. Liabilities are debts that a business owes."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,96,What is an example of an external factor that affects promotion?,Increase in a product's price,Government regulation of ads,Reorganization of the business,A change in distribution methods,B,Government regulation of ads,"Government regulation of ads. Government regulations are part of the external factors that affect promotion. Changes in the product's price or distribution methods, or a reorganization of the business, are examples of internal factors that affect promotion."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,97,Which of the following is an operational issue that entrepreneurs must consider when planning their businesses:,Direct competitors,Production process,Source of financing,Target market,B,Production process,"Production process. Entrepreneurs must consider a number of different issues when planning their businesses. Areas of focus during entrepreneurial planning include operations, finance, law, the market, etc. Operational issues involve the day-to-day activities for continued business functioning. For example, an entrepreneur must determine the way in which the business will produce goods or services for customers. The target market and direct competitors are market considerations that entrepreneurs face when planning their new ventures. The source of financing for the business is a financial consideration."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,98,Which of the following products would likely use an exclusive distribution pattern:,A home-decorating magazine,A gallon of milk,A silk necktie,A large piece of farm machinery,D,A large piece of farm machinery,"A large piece of farm machinery. Exclusive distribution means selling a product through just one middleman in a geographic area. Marketers use this method when they need to maintain tight control over a product. This is why exclusive distribution is often used for specialty products that are technical in nature or require specialized services such as installation or repair. Examples of these products are airplanes and large machinery. Milk and magazines are examples of convenience products, which usually use intensive distribution patterns. A silk necktie is an example of a consumer shopping good, which usually uses a selective distribution pattern."
1287,ENTREPRENEURSHIP EXAM,Entrepreneurship Sample Exam.pdf,99,Ben is conducting a feasibility study for a new venture idea. Which of the following questions should Ben ask and answer in terms of the venture's financial considerations:,"Is there a real demand for the idea, good, or service?",How will the business communicate information about its products?,How will the business obtain the money it needs?,What regulations is the business likely to encounter?,C,How will the business obtain the money it needs?,"How will the business obtain the money it needs? A feasibility study helps a prospective business owner determine if their business idea is viable. When conducting a feasibility study, it is important to consider many factors including the financial, human, and capital resource requirements to get the business up and running. Determining how much money the business needs is a financial consideration. Determining the demand for the idea or product is a market consideration. The regulations that the business is likely to encounter is a legal consideration. The way that the business plans to communicate information about the business and its products relates to promotion."
