test_number,exam_title,source_pdf,question_number,question_text,option_A,option_B,option_C,option_D,correct_letter,correct_option_text,rationale
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,48,What is a good source of information for a managerial accountant whose company needs to determine how much money is available for a marketing campaign?,Sales forecast,Variance analysis,Budget,Cost-benefit analysis,C,Budget,"Budget. A budget is a financial plan that helps an organization process and organize money for future operations. If a company needs to know how much money is available for a marketing campaign, a managerial accountant can consult the budget. A sales forecast is a prediction of the outcome of future operations. Variance analysis involves comparing actual expenses with budgeted expenses. Cost-benefit analysis involves weighing the costs and benefits of a decision."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,49,What type of economic indicator are stock market returns commonly considered to be?,Lagging,Exploratory,Coincident,Leading,D,Leading,Leading. Stock market returns are commonly considered to be leading economic indicators because they often decline in advance of an economic decline and improve prior to positive movement in the overall economy. Lagging economic indicators such as the unemployment rate do not change direction until after the general economy improves or declines. Coincident economic indicators move simultaneously with the overall economy. Exploratory economic indicators are fictitious.
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,50,How does a student with initiative handle a situation that increases their workload?,Asks their teacher how to handle it,Waits until their teacher notices,Asks other students to assist them,Finds ways to adjust to the situation,D,Finds ways to adjust to the situation,Finds ways to adjust to the situation. People with initiative are flexible and adjust to changes that occur. Asking a teacher or other students to help handle an increase in work does not show initiative. Waiting until a teacher notices the situation shows no initiative and could potentially create more problems.
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,51,"Sierra is a woman who enjoys watching football. However, the commercials she sees on TV always seem to portray men as the only demographic that enjoys sports. The idea that only men watch football is an example of a(n)",unconscious bias.,prejudice.,discriminatory statement.,stereotype.,D,stereotype.,"Stereotype. Stereotypes are set images or assumptions about a person, group of people, or thing. Stereotypes are often widely recognized by a society as a whole. For example, the idea that only men enjoy watching sports is a stereotype. Prejudice is an opinion or judgment that is based on feeling or hearsay, rather than fact. Unconscious bias is bias that we are unaware of and unable to control. This type of bias happens automatically through the quick judgments we make. A discriminatory statement would involve discrimination, or unfair treatment of a person or group based on the person's or group's characteristics. This example best demonstrates a stereotype, not prejudice, unconscious bias, or a discriminatory statement."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,52,"If all individuals who own a business share unlimited liability for the business's losses, these individuals are part of a(n)",private corporation.,"""C"" corporation.","""S"" corporation.",general partnership.,D,general partnership.,"General partnership. With a general partnership, all partners are liable for the debts of the business. If one partner refuses to pay their share of the debts, the other partners will be responsible for paying them. Owners of private, ""C,"" and ""S"" corporations have limited liability."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,53,How do employees benefit from being involved in achieving governance objectives?,Limited union support,Reduced communication,Greater profits,Increased job satisfaction,D,Increased job satisfaction,"Increased job satisfaction. Governance objectives are company goals that serve as the foundation for company culture and decision-making. It’s important to involve employees in achieving governance objectives, as this can lead to increased job satisfaction and a positive attitude. Union support is a strategy used to increase employee involvement in the achievement of governance objects, rather than a benefit or consequence of it. Greater profits are a benefit experienced by the company rather than individual employees. Involving employees in achieving governance objectives often leads to greater, not reduced, communication."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,54,"You want to take a vacation day next week. At first, your manager doesn't think you should, but you are able to change their attitude and convince them by using",bullying.,intimidation.,threats.,persuasion.,D,persuasion.,"Persuasion. Persuasion is the ability to get people to see things your way, to do things your way, or to agree with you. When you persuade, you try to influence people to change their attitudes or behavior. You try to get people to act, or stop acting, a certain way. Often, you try to get people to agree on a plan of action. You were able to change your manager's attitude and convince them by using persuasion. You may be able to make someone do what you want by bullying, threatening, or intimidating them, but you will not truly change their attitude."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,55,"If Danita invests $6,000 at a simple annual interest rate of 5%, the future value of her investment at the end of a 5-year period will be","$1,200.","$1,650.","$1,500.","$4,500.",C,"$1,500.","$1,500. To calculate the future value of her investment, multiply the principal by the simple interest rate ($6,000 X 0.05 = $300). Then, multiply that product by the number of years ($300 X 5 = $1,500)."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,56,Which of the following situations is an example of using marginal analysis to make a segment profitability decision:,A furniture company must decide whether to sell its pieces assembled or unassembled.,A company must decide whether to use an outside marketing firm or hire someone internally.,A clothing retailer must decide how many units of each product to sell.,A restaurant chain manager must decide whether to keep a certain franchise open.,D,A restaurant chain manager must decide whether to keep a certain franchise open.,"A restaurant chain manager must decide whether to keep a certain franchise open. Marginal analysis can be used to make many types of decisions. One type of decision that it can be used for is a segment profitability decision, which is the process of deciding if it is more profitable to keep or drop an unsuccessful segment of the business. The restaurant manager must decide if the franchise (a segment of their business) is profitable enough to remain open. The clothing retailer who must decide how many units of each product to sell is making a sales mix decision. A company deciding whether to use an outside marketing firm or hire someone internally is making a make-or-buy decision. The furniture company deciding whether or not to assemble its pieces before sale is making a sell-or-process-further decision. All of these cases can benefit from marginal analysis."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,57,"If a company requests that managers monitor and verify the accuracy of their departments' income and expenses as reported by the accountant each month, it is creating a corporate governance structure that uses",external control mechanism.,unethical method of monitoring.,internal independent audit.,external independent audit.,C,internal independent audit.,"Internal independent audit. When a company uses employees, managers, or owners to monitor the organization's activities, it is using an internal independent audit. External control mechanisms and audits are controlled by governments, unions, or financial institutions. Requesting employees to verify the accuracy of accounting helps prevent unethical practices from occurring and is recommended for the benefit and success of an organization."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,58,A financial institution fails to comply with an important government regulation. The financial institution will most likely,avoid an audit.,pay a fine.,get a better reputation.,gain new business.,B,pay a fine.,"Pay a fine. Financial institutions often have to pay fines for noncompliance. Noncompliance does not typically lead to a better reputation or new business. In fact, clients may be reluctant to do business with a financial institution known for breaking the rules. Financial institutions can be audited by government agencies."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,59,"To endorse a check, the payee must sign their name on the",check's memo line.,back of the check.,"check's ""Pay to the order of"" section.",signature block of the check.,B,back of the check.,"Back of the check. Endorsement involves signing the back of the check, which allows the funds to be transferred from the payer (check source) to the payee (check recipient). The payer completes the front of the check, which includes the ""Signature"" line and the ""Pay to the order of"" line, which identifies who can cash the check—usually the payee. The memo line is used to identify the purpose of the check."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,60,"Aria must obtain certain data and information from Mateo before she can enter a customer's insurance claim in the computer. To process the customer's insurance claim, Aria and Mateo must",coordinate their work activities.,develop departmental goals.,obtain management's approval.,improve their communication.,A,coordinate their work activities.,"Coordinate their work activities. Employees are often responsible for different parts of an entire body of work. When each employee performs their specific part efficiently and effectively so that other employees can do their work, they are coordinating their work activities. Managers rather than employees develop departmental goals. There is not enough information provided to determine if Aria and Mateo need to improve the way they communicate or if management needs to approve certain activities so that Aria and Mateo can perform their work tasks."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,61,"Emi wants to better understand her company's financial performance over several years. To best compare historical data over a number of accounting periods, Emi should use __________ analysis.",horizontal,SWOT,vertical,break-even,A,horizontal,"Horizontal. A horizontal analysis is a financial analysis technique that looks at data over multiple periods, such as year-over-year (YoY). In other words, horizontal analysis occurs by looking left and right (horizontally) across a collection of company financial statements over time. A vertical analysis is a financial analysis technique that reviews line items (such as those found on an income statement) as a proportion of revenue. It occurs by looking up and down (vertically) a financial document. A SWOT analysis is a marketing tool that investigates a business’s strengths, weaknesses, opportunities, and threats. A break-even analysis is the process of determining the level at which revenues equal total costs."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,62,"When employees have the ability to retrieve only the computer data that are important for them to perform their job, the business is applying the",principle of least authority.,doctrine of organizational structure.,law of diminishing capacity.,concept of intrusion prevention.,A,principle of least authority.,"Principle of least authority. By limiting employees' access to the data necessary to perform their work, a business protects confidential information, reduces risks associated with internal fraud, and helps keep the computer system secure. Diminished capacity is a legal doctrine or defense that states that an accused wrongdoer's mental state may have been negatively affected by trauma or intoxication during a crime, but was not suffering from a severe mental disease or disorder that relieves the accused from criminal responsibility. The concept of intrusion prevention and doctrine of organizational structure are fictitious terms. Businesses use firewalls and antivirus software to prevent external computer intrusions or disruptions. Organizational structure defines the levels of authority within a business or organization."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,63,The two main divisions of the trade industry are,producers and retailers.,wholesalers and producers.,wholesalers and retailers.,manufacturers and wholesalers.,C,wholesalers and retailers.,"Wholesalers and retailers. Trade industries are businesses that buy and sell goods to others. Wholesalers sell goods to retailers, who sell them to ultimate consumers. Neither manufacturers nor producers are part of the trade industries."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,64,The primary responsibility of all financial-services providers is,improving the community's standard of living.,lobbying the government on behalf of the industry.,purchasing and selling securities.,growing and protecting their clients' wealth.,D,growing and protecting their clients' wealth.,"Growing and protecting their clients' wealth. Because financial-services providers (e.g., financial planners, bankers, and insurance agents) provide and manage financial products, they have the responsibility to grow and protect their clients' wealth. Finance professionals do this by providing sound financial advice and suggesting appropriate financial products to customers. Depending on a particular client's needs and the financial-service provider's product line, an appropriate financial product may include securities. By growing and protecting their clients' wealth, financial-services providers help their clients maintain or improve their standard of living. Lobbying the government is not a primary responsibility of all financial-services providers."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,65,The 52-week high and low numbers are a good indicator of the stock's,net change.,volatility.,yield.,volume.,B,volatility.,"Volatility. The 52-week high and low numbers (the highest and lowest prices paid for the stock in the past 52 weeks) are a good indicator of the stock's volatility, which refers to a stock's movement in price in any given time frame. A stock that rises and falls sharply is said to be volatile and may mean that an investor either makes a lot of money or loses it. Yield is what a bond brings an investor at a particular bid price over the time period— listed as a percentage. Volume is the number of shares traded during a specific period. Net change is the difference between a stock's closing price and the previous day's price."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,66,Which of the following statements about effective business writing is true:,"It is direct, clear, and simple.",It uses complex terms and language.,It doesn't keep the audience in mind.,It is designed to be read slowly.,A,"It is direct, clear, and simple.","It is direct, clear, and simple. Effective business writing is direct, clear, simple, and gets to the point quickly. Because it is designed to be read quickly, sentences in effective business writing are short and clear as possible. Rather than using complex terms and language, effective business writing uses simple word choices. Effective business writing shares crucial information and keeps the concerns of the audience in mind."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,67,"When a large bank acquires or merges with another bank, it has the opportunity to",instantly gain many new customers.,avoid or eliminate federal banking regulations.,transfer financial risk to the newly acquired bank.,decrease the federal interest rate.,A,instantly gain many new customers.,"Instantly gain many new customers. One of the biggest benefits and motivations for a bank to acquire another is to gain large numbers of new customers. When a bank acquires another one, it does not transfer any of its financial risk, but instead assumes any financial risk belonging to the newly acquired bank. When two banks merge, they should seek to streamline the way they handle federal banking regulations to avoid negative impacts on profits. However, they cannot avoid or eliminate federal banking regulations completely. A bank does not have the ability to decrease the federal interest rate."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,68,Which of the following is the first step a financial planner typically takes when meeting a new client:,Recommend steps to eliminate debt,Determine client's tolerance for risk,Create long-term financial goals,Assess current financial situation,D,Assess current financial situation,"Assess current financial situation. A financial planner's first step typically is assessing a new client's current financial situation by reviewing their assets, debt, personal goals, and risk tolerance. This information is needed in order to create an appropriate financial plan. Determining a client's tolerance for risk is just one aspect of evaluating a new client. Recommending steps to eliminate debt and creating long-term financial goals are actions a financial advisor may recommend after they have reviewed the client's current finances and helped determine an overall financial plan."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,69,What is a primary responsibility of an investment bank?,Use funds from premiums to offer loans,Pool contributions and invest for them for employees,Help firms raise funds by issuing securities,Accept deposits from individual savers,C,Help firms raise funds by issuing securities,"Help firms raise funds by issuing securities. Investment banks locate outside sources of money for firms. In most cases, investment banks help these businesses to raise funds by issuing securities (e.g., stocks and bonds). An investment company pools investors' funds and invests the funds based on the needs of the investors. Insurance companies collect premiums for their insurance products. A deposit-taking institution (e.g., bank, credit union) accepts deposits from savers and uses the deposits to offer loans to borrowers."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,70,Which of the following factors has increased financial globalization and made it easier to communicate across country borders:,Deregulation,Technology,Exchange rates,Competition,B,Technology,"Technology. Because of the internet and digital communication tools, it has become easier than ever for businesses to work with one another across borders. Because of this increased communication, financial globalization has increased. Deregulation and exchange rates also impact financial globalization, but they have not necessarily made it easier to communicate across borders. Competition is an effect of increased financial globalization rather than a factor that has caused it."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,71,The primary force influencing corporate governance is a company's,independent directors.,chief executive officer.,board of directors.,shareholders.,C,board of directors.,"Board of directors. Corporate governance consists of various rules, processes, and duties that direct and manage a corporation. A company's board of directors is the primary force influencing corporate governance, as the board is responsible for making important decisions and representing shareholders. In addition, the board must ensure the company's corporate governance policies incorporate risk management, ethical business practices, corporate strategy, environmental awareness, etc. Boards are often made up of insiders (shareholders, founders, and executives) and independent directors (managers or directors of other large corporations). Chief executive officers (CEOs), shareholders, and independent directors can each be members of a board of directors, but the board as a whole is the primary force influencing a company's corporate governance, not an individual member or group of members. In some cases, a CEO may be a member of a board of directors. However, CEOs are typically selected and overseen by a board. Shareholders are important stakeholders that indirectly affect governance, as members of a board of directors are elected by shareholders. Independent directors are chosen due to their experience managing or directing other large corporations, and they help dilute the concentration of power by aligning shareholder and insider interests."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,72,Why do many people pursue finance careers?,Careers in finance are typically easier than other careers.,There is a positive outlook for finance careers.,Finance careers generally have small salaries.,Finance careers do not require much education or training.,B,There is a positive outlook for finance careers.,"There is a positive outlook for finance careers. Although there are many reasons to pursue a finance career, many people are attracted by the positive career outlook. Finance careers generally have large salaries. Careers in finance are not usually easier than other careers, and they do not necessarily require less education or training than other careers."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,73,"A manager must decide whether to make products in-house or outsource manufacturing. In this scenario, the company's committed costs are likely to be",cash inflows.,irrelevant costs.,relevant costs.,cash receipts.,B,irrelevant costs.,"Irrelevant costs. Committed costs are those that have already been set aside for a future expense and cannot be altered. Because these costs are already expected and cannot be changed, they are not relevant to business decisions a manager may make. Cash inflow is the money going into a business. Cash receipts are the money that a business collects (e.g., business income)."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,74,Which of the following is an example of a cost-of-goods expense a business may pay:,Wages for its employees,Electricity for its building,Rent for its land/property,Raw materials for its products,D,Raw materials for its products,"Raw materials for its products. Two kinds of expenses are “cost of goods” and “operating expenses.” The cost of goods is the amount of money a business pays for the raw materials from which it produces goods to sell. An example of the cost-of-goods expense is the raw materials a business purchases for (or to make) its product(s). Other examples of the cost-of-goods expense are soap for a car wash and the design for a new style of boot. Electricity for its building, wages for its employees, and rent for its land/property are examples of operating expenses—all of the expenses involved in running a business."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,75,A guideline for writing effective business letters is that each letter should,entertain the reader.,display the writer's vocabulary.,have a clear purpose.,contain indirect questions.,C,have a clear purpose.,"Have a clear purpose. In order to write an effective business letter, the letter writer should first have a specific purpose for sending the letter. That purpose should be made clear in the letter so that the recipient does not have to guess the reason for the communication. A business letter is not intended to be entertaining or to display the writer's vocabulary. Instead, the vocabulary used should be appropriate to the recipient. If the letter contains questions, they should be direct."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,76,One of the most important benefits of setting goals is,achieving success in life.,learning how to lead others.,becoming a good example.,avoiding everyday problems.,A,achieving success in life.,"Achieving success in life. Success has been defined as reaching the goals you have set for yourself. Without goals, you are less likely to succeed. Setting goals does not mean you can avoid everyday problems or learn how to lead others. Becoming a good example is a benefit to others rather than to the person who sets the goals."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,77,Which of the following is most likely to incur a luxury tax:,Wool coat with faux fur collar,Five-carat diamond ring,Laptop computer,Used minivan with leather interior,B,Five-carat diamond ring,"Five-carat diamond ring. A luxury tax is levied on expensive, nonessential items such as luxury cars, valuable artwork, and expensive jewelry. A used minivan, a wool coat, and a laptop computer are not considered expensive, nonessential items."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,78,Which of the following actions is most likely to lead to a serious legal penalty:,Possession of legal medication without a prescription,Missing a couple of days of school due to a family vacation,Refusing to speak when a police officer questions you,Being noisy with your friends at an amusement park,A,Possession of legal medication without a prescription,"Possession of legal medication without a prescription. It is illegal to be in possession of a medication, even if it is a legal medication, if you do not have a prescription for it. Missing school for a family vacation will not lead to a legal penalty. Missing too much school is breaking a law, but a couple of days is not a criminal offense. While people are allowed to file noise complaints that can lead to legal penalties, an amusement park is a place where noise is expected, so you will not be penalized as long as you are not creating a disturbance or being unsafe. You have the right to refuse to speak when a police officer questions you, so it should not lead to a legal penalty."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,79,The balance sheet has a close relationship with the company's,fair market value.,statement of financial position.,income statement.,mortgage.,C,income statement.,"Income statement. The balance sheet has a close relationship with the company's income statement. Changes to the income statement directly affect the numbers on the balance sheet. The balance sheet shows the company's mortgage as a liability, but the two are not closely related. The company's value on the balance sheet is quite different from its fair market value. Statement of financial position is another name for the balance sheet."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,80,Which type of risk is easier to reduce because it can be forecasted?,External,Economic,Natural,Internal,D,Internal,"Internal. Internal risks are faced by a company from within its own organization. Because the organization is familiar with itself, it can more easily forecast internal risks than external risks. External risks are more difficult to control and forecast than internal risks. Economic and natural risks are both types of external risks."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,81,"An example of an association rule is: ""If a customer at XYZ Grocery Store purchases peanut butter, they are 70% likely to also purchase jelly."" In this example, the antecedent is __________ and the consequent is __________.",being a customer at the store; buying jelly,buying jelly; being a customer at the store,buying jelly; buying peanut butter,buying peanut butter; buying jelly,D,buying peanut butter; buying jelly,"Buying peanut butter; buying jelly. In data mining, association rules are if/then statements that describe relationships among data such as correlations. In this example, there is a correlation between purchasing peanut butter (the antecedent) and purchasing jelly (the consequent). The “then” statement always follows the “if” statement; the two cannot be reversed. In other words, this example could not be interpreted to mean: “Customers that purchase jelly are 70% likely to also purchase peanut butter.”"
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,82,Which of the following is an example of an employee behaving ethically at work:,Performing work-related tasks in efficient ways,Making social plans with friends on company time,Using office supplies for personal business,Accepting credit for a project that a coworker completed,A,Performing work-related tasks in efficient ways,"Performing work-related tasks in efficient ways. Ethics are the basic principles that govern your behavior in all areas of your life, including the workplace. Ethical employees are responsible employees who adhere to a standard of appropriate behavior. They complete tasks that they start in an efficient manner, follow company rules, and are honest and trustworthy. Employees who use office supplies for personal business (without permission), accept credit for work they didn't do, and make personal plans on company time are being dishonest and behaving unethically."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,83,"Ann-Marie is preparing an annual report. While many people might look at the report, Ann-Marie needs to remember that this report's main audience is",shareholders.,the CEO.,customers.,possible employees.,A,shareholders.,"Shareholders. The annual report is a document that reviews a company's activities each year. It contains financial information that must be shared with stakeholders, who have invested in the company, and includes other items like a letter from the chief executive officer, new product plans, and plans for future programming. It is possible that customers, employees, and potential employees see this document because reporting companies must post their annual reports, but they are not the target audience of this document."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,84,Which of the following most likely led to a greater emphasis on governance structures in recent years:,Competitor saturation,Stock market crash,Accounting fraud,New technology in the industry,C,Accounting fraud,"Accounting fraud. Governance structures help balance the interests of a company's stakeholders and would most likely be impacted by internal happenings such as accounting fraud. Competitor saturation, a stock market crash, and new technology in the industry are all examples of external factors that most likely would not affect a company's governance structure."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,85,Which of the following is an example of a routine decision:,Choosing a career to pursue,Picking a new roommate,Selecting which car to buy,Ordering pizza for dinner,D,Ordering pizza for dinner,"Ordering pizza for dinner. Routine decisions are decisions that people make often. They are so minor or simple that people don't think about them much and make them almost unconsciously. Deciding to order pizza for dinner is a routine decision. Selecting which car to buy, choosing a career to pursue, and picking a new roommate are not routine decisions."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,86,Which of the following is the best example of misusing company resources:,Juan takes notepads from the supply closet.,Nate flies first class when he travels for work.,Yazmin often leaves her shift early without clocking out.,Ashley pays for a business lunch with a company credit card.,C,Yazmin often leaves her shift early without clocking out.,"Yazmin often leaves her shift early without clocking out. The use of company resources is one of the main causes of financial risk. Even when people are not intending to take advantage of the company, it can be easy to get caught up in activities that are a strain on resources, including company time. If Yazmin leaves her shift early without clocking out, she is misusing company resources and putting the company at risk. Paying for a business lunch with a company credit card, flying first class for work travel, or taking notepads from the supply closet are not necessarily examples of misusing company resources as long as they are in line with company policies."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,87,"A local bank has gone into a partnership with a life insurance company. As a result, the bank will sell the company's insurance to its clients. This partnership is an example of",consolidation.,amalgamation.,bancassurance.,market extension.,C,bancassurance.,"Bancassurance. Bancassurance is an arrangement between a bank and an insurance company where the insurance company is allowed to sell its products to the bank's clients. Consolidation is the combination of assets, liabilities, and other financial items of at least two entities into one. Amalgamation, which is often used interchangeably with consolidation, is a combination of two or more companies into a brand-new entity. Market extension is a type of merger between companies that sell the same products but compete in different markets."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,88,"Lawrence's manager asked him to prepare a visual representation of key performance indicators, including cash flow, liquidity, profitability, and liability. Lawrence should use his company's analytic software to create a(n)",operating agreement.,financial scorecard.,cost standard.,profit-and-loss statement.,B,financial scorecard.,"Financial scorecard. Many financial analysis applications include the capability to create financial scorecards containing key financial indicators and up-to-date financial information. Cash flow, liquidity, profitability, and liability are examples of metrics that are often included on a financial scorecard. Rather than simply listing data on the scorecard, business employees can use financial analysis applications to develop charts and graphs that present the data in much more readily understandable ways. A profit-and-loss statement is a summary of business transactions that shows net profit before and after taxes by analyzing sales, purchases, cost of goods sold, and operating expenses for a specified period. While Lawrence's financial scorecard probably contains information that also appears on the company's profit-and-loss statement, the financial scorecard presents additional financial metrics. Cost standards are established specifications used to measure how much a project or product costs. An operating agreement is a written document signed by members of a limited liability partnership or limited liability company that specifies the terms of the business arrangement."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,89,Virtual audits are different than traditional audits in that virtual audits,don't rely on technology.,must offer printed copies of data.,cannot be done remotely.,involve sharing documents online.,D,involve sharing documents online.,"Involve sharing documents online. An audit is the process by which an organization’s accounts and records are verified. Virtual audits have the same goal as a traditional audit; however, virtual audits occur via virtual means rather than in person. Because virtual audits typically occur online, businesses or organizations must share the necessary documents with the auditor(s) via the internet, allowing the auditors to access them. Because auditors will have digital access to the data and documents, they do not need printed copies. Virtual audits can be done remotely, and they rely on technology."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,90,Consensus building is a process that often enables a group to,reach an agreement.,express an attitude.,create a stalemate.,define a philosophy.,A,reach an agreement.,"Reach an agreement. A consensus is a decision-making outcome that requires the substantial agreement of each group member. Therefore, the process of consensus building is intended to enable a group to reach an agreement. Consensus building helps a group to discuss issues and achieve objectives rather than create a stalemate, which means the group cannot agree. An attitude is the way a person looks at life. Philosophy is the combination of principles, attitudes, or beliefs held by individuals or organizations that influence their behavior."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,91,An organization with a strong culture typically has,weak managers.,clear values.,unclear values.,no rules.,B,clear values.,"Clear values. Organizations with clear values that are shared and acted upon by all employees have strong cultures. Strong organizational cultures do not necessarily have no rules or weak managers. Organizations with unclear values tend to have weak organizational cultures, not strong cultures."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,92,Jerry is very angry because Greg dented his employer's delivery truck and blamed the dent on Jerry. Which of the following is the most appropriate thing for Jerry to do when the supervisor yells at Jerry for damaging the truck:,Accept responsibility.,Maintain self-control.,Blame someone else.,Get even with Greg.,B,Maintain self-control.,"Maintain self-control. If Jerry lets his anger get the best of him when he is unjustly criticized, the things Jerry says and does will probably make the situation worse. If Jerry can maintain his self-control in this situation, he will be able to defend himself without losing his temper. He should not take responsibility for something he didn't do or try to put the blame on someone else, as Greg has done. Getting even is seldom a good idea, and Jerry should let the supervisor handle Greg."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,93,"Which of the following budgeting software applications tracks a business's cash, interest, and dividends:",Revenue recognition,Capital expenses,Workflow management,Inventory planning,A,Revenue recognition,"Revenue recognition. The primary function of budgeting software is to help a business forecast and monitor income and expenses for all its functions, including sales, promotion, production, payroll, etc. Advanced software can generate different types of reports by integrating financial data from a variety of sources (e.g., cash flows) to help the business make decisions about how to best manage its money. Because an important aspect of budgeting involves knowing how much money the business has at any given time, revenue recognition applications help the business track various sources of revenue. Analyzing the amount of revenue available helps the business determine how to allocate funds to cover its various cash outflows, such as capital expenses, inventory purchases, and operating (e.g., workflow) expenses."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,94,Why do some companies decide against using variance analysis?,Real causes cannot be correctly identified.,Horizontal analysis requires much less time.,"Variance analysis is not based on real, tangible data.",Variance analysis involves too much of a time delay.,D,Variance analysis involves too much of a time delay.,"Variance analysis involves too much of a time delay. Accounting staff typically calculate variances based on monthly accounting reports. However, some businesses find that is too much of a time delay to correct a problem quickly and effectively. In those cases, companies may decide against using variance analysis. Variance analysis is based on tangible, objective data. Real causes can be uncovered with careful variance analysis. Since horizontal analysis compares multiple periods of business activity to identify trends, it actually requires more time to conduct than variance analysis."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,95,Which of the following is a function of financial markets:,Customer service,Borrowing and lending,Auctions,Productivity,B,Borrowing and lending,Borrowing and lending. A financial market is any market where buyers and sellers exchange assets. One of the functions of financial markets is the borrowing and lending of funds. Borrowing and lending allows financial markets to exist. Auctions are an example of a financial market. Customer service and productivity are not functions of financial markets.
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,96,Data normalization involves creating a(n) __________ for all data within an organization.,anomaly set,search query,group command,standard format,D,standard format,"Standard format. Data normalization involves creating a standard format for all data within an organization. By standardizing the format of all data, businesses can conduct more accurate and efficient information analyses. Data normalization can also lead to more space being available within a database, faster answers to questions, and better segmentation. Data normalization does not typically involve creating a search query, group command, or anomaly set for all data within an organization."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,97,Risk should be managed,as a part of business strategy.,on a case-by-case basis.,through the purchase of insurance.,after an incident has occurred.,A,as a part of business strategy.,"As a part of business strategy. Enterprise risk management is a plan-based business strategy that aims to identify, assess, and prepare for risks across the organization. Therefore, according to this concept, risk should be managed as a part of overall business strategy. Risk should not be managed on a case-by-case basis, because it will not be unified toward supporting the business's overall goals. After an incident has occurred, it is too late to manage risks. While purchasing insurance is one way to manage some risks, it does not cover all the risks that can affect a business."
1312,FINANCE CLUSTER EXAM,Finance Sample Exam.pdf,98,A primary reason why businesses implement financial audit trails is to,reduce risks associated with intentional data tampering.,monitor the daily activities of the securities exchanges.,ensure that financial reports are prepared quickly.,evaluate their profitability ratios.,A,reduce risks associated with intentional data tampering.,"Reduce risks associated with intentional data tampering. The purpose of an audit trail is to record the step-by- step process of all financial transactions, which may or may not include securities trades. By maintaining audit trails, businesses can trace unethical behavior associated with financial data tampering. Employees may be less likely to intentionally tamper with financial data if they know financial audit trails are in place and activities can be monitored and tracked. The primary reason why businesses use financial audit trails is not to ensure that financial reports are prepared quickly or to evaluate profitability ratios."
